segment_id,start_ts,end_ts,dur_s,dist_km,avg_pace_min_km,avg_hr,avg_cad,tag,start_offset_s,end_offset_s,note,points_json
1,2025-04-25 20:17:48+00:00,2025-04-25 20:17:53+00:00,5,,,84.3,,warm-up,0,5,,"[{""timestamp"": ""2025-04-25 20:17:48+00:00"", ""distance_cumulative_km"": NaN, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 79}, {""timestamp"": ""2025-04-25 20:17:49+00:00"", ""distance_cumulative_km"": 0.0, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 80}, {""timestamp"": ""2025-04-25 20:17:50+00:00"", ""distance_cumulative_km"": 0.0, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 82}, {""timestamp"": ""2025-04-25 20:17:51+00:00"", ""distance_cumulative_km"": 0.0, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 85}, {""timestamp"": ""2025-04-25 20:17:52+00:00"", ""distance_cumulative_km"": 0.0, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 89}, {""timestamp"": ""2025-04-25 20:17:53+00:00"", ""distance_cumulative_km"": 0.0, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 91}]"
2,2025-04-25 20:19:31+00:00,2025-04-25 20:20:37+00:00,66,0.057,19.4,132.8,114.0,mid-session,103,169,,"[{""timestamp"": ""2025-04-25 20:19:31+00:00"", ""distance_cumulative_km"": 0.19374995563528985, ""pace_min_per_km"": 10.604454526145613, ""cadence"": 158, ""heart_rate"": 128}, {""timestamp"": ""2025-04-25 20:19:32+00:00"", ""distance_cumulative_km"": 0.19545632047816244, ""pace_min_per_km"": 9.767371889790196, ""cadence"": 158, ""heart_rate"": 127}, {""timestamp"": ""2025-04-25 20:19:33+00:00"", ""distance_cumulative_km"": 0.19695817166312057, ""pace_min_per_km"": 11.09743772680428, ""cadence"": 156, ""heart_rate"": 127}, {""timestamp"": ""2025-04-25 20:19:34+00:00"", ""distance_cumulative_km"": 0.19831446897993, ""pace_min_per_km"": 12.288382343192406, ""cadence"": 156, ""heart_rate"": 127}, {""timestamp"": ""2025-04-25 20:19:35+00:00"", ""distance_cumulative_km"": 0.19981365744196067, ""pace_min_per_km"": 11.117147991804018, ""cadence"": 156, ""heart_rate"": 129}, {""timestamp"": ""2025-04-25 20:19:36+00:00"", ""distance_cumulative_km"": 0.20117772320810812, ""pace_min_per_km"": 12.21839915172992, ""cadence"": 156, ""heart_rate"": 128}, {""timestamp"": ""2025-04-25 20:19:37+00:00"", ""distance_cumulative_km"": 0.20156032191970025, ""pace_min_per_km"": 43.56182991480747, ""cadence"": 0, ""heart_rate"": 130}, {""timestamp"": ""2025-04-25 20:19:38+00:00"", ""distance_cumulative_km"": 0.20221054704939775, ""pace_min_per_km"": 25.632199124253138, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:39+00:00"", ""distance_cumulative_km"": 0.2024329372093295, ""pace_min_per_km"": 74.94351371083576, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:40+00:00"", ""distance_cumulative_km"": 0.20257695260667669, ""pace_min_per_km"": 115.72859782360916, ""cadence"": 0, ""heart_rate"": 130}, {""timestamp"": ""2025-04-25 20:19:41+00:00"", ""distance_cumulative_km"": 0.20257695260667669, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:42+00:00"", ""distance_cumulative_km"": 0.20281743851359404, ""pace_min_per_km"": 69.30426906773975, ""cadence"": 0, ""heart_rate"": 130}, {""timestamp"": ""2025-04-25 20:19:43+00:00"", ""distance_cumulative_km"": 0.20296145390883988, ""pace_min_per_km"": 115.72859951223603, ""cadence"": 0, ""heart_rate"": 130}, {""timestamp"": ""2025-04-25 20:19:44+00:00"", ""distance_cumulative_km"": 0.20307264898880575, ""pace_min_per_km"": 149.88702742167152, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:45+00:00"", ""distance_cumulative_km"": 0.20318384406877163, ""pace_min_per_km"": 149.88702742167152, ""cadence"": 0, ""heart_rate"": 130}, {""timestamp"": ""2025-04-25 20:19:46+00:00"", ""distance_cumulative_km"": 0.20332785946117615, ""pace_min_per_km"": 115.7286017954658, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:47+00:00"", ""distance_cumulative_km"": 0.20347187485381396, ""pace_min_per_km"": 115.72860160799685, ""cadence"": 0, ""heart_rate"": 132}, {""timestamp"": ""2025-04-25 20:19:48+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": 182.10800173904508, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:19:49+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:19:50+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:19:51+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:19:52+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 134}, {""timestamp"": ""2025-04-25 20:19:53+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 134}, {""timestamp"": ""2025-04-25 20:19:54+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:19:55+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 138}, {""timestamp"": ""2025-04-25 20:19:56+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 138}, {""timestamp"": ""2025-04-25 20:19:57+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:19:58+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:19:59+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:00+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:01+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:02+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:03+00:00"", ""distance_cumulative_km"": 0.20356339581852087, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:04+00:00"", ""distance_cumulative_km"": 0.20367459089848675, ""pace_min_per_km"": 149.88702742167152, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:05+00:00"", ""distance_cumulative_km"": 0.20367459089848675, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 139}, {""timestamp"": ""2025-04-25 20:20:06+00:00"", ""distance_cumulative_km"": 0.20367459089848675, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 138}, {""timestamp"": ""2025-04-25 20:20:07+00:00"", ""distance_cumulative_km"": 0.20367459089848675, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 138}, {""timestamp"": ""2025-04-25 20:20:08+00:00"", ""distance_cumulative_km"": 0.20432481594444243, ""pace_min_per_km"": 25.63220242539795, ""cadence"": 0, ""heart_rate"": 137}, {""timestamp"": ""2025-04-25 20:20:09+00:00"", ""distance_cumulative_km"": 0.2083459823319296, ""pace_min_per_km"": 4.144742692533807, ""cadence"": 0, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:10+00:00"", ""distance_cumulative_km"": 0.2129371672965485, ""pace_min_per_km"": 3.6301521564560915, ""cadence"": 0, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:11+00:00"", ""distance_cumulative_km"": 0.21636598635248494, ""pace_min_per_km"": 4.860769765947333, ""cadence"": 0, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:12+00:00"", ""distance_cumulative_km"": 0.2189840708564849, ""pace_min_per_km"": 6.3659900872321735, ""cadence"": 0, ""heart_rate"": 134}, {""timestamp"": ""2025-04-25 20:20:13+00:00"", ""distance_cumulative_km"": 0.22117574381863192, ""pace_min_per_km"": 7.604556102965721, ""cadence"": 0, ""heart_rate"": 134}, {""timestamp"": ""2025-04-25 20:20:14+00:00"", ""distance_cumulative_km"": 0.22302565776594746, ""pace_min_per_km"": 9.009446101093262, ""cadence"": 0, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:20:15+00:00"", ""distance_cumulative_km"": 0.22504187405076803, ""pace_min_per_km"": 8.266325455993126, ""cadence"": 0, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:20:16+00:00"", ""distance_cumulative_km"": 0.22691407501046715, ""pace_min_per_km"": 8.90219605628154, ""cadence"": 0, ""heart_rate"": 135}, {""timestamp"": ""2025-04-25 20:20:17+00:00"", ""distance_cumulative_km"": 0.2287679684799145, ""pace_min_per_km"": 8.990106645646737, ""cadence"": 0, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:18+00:00"", ""distance_cumulative_km"": 0.23002155168570812, ""pace_min_per_km"": 13.295248311378561, ""cadence"": 0, ""heart_rate"": 137}, {""timestamp"": ""2025-04-25 20:20:19+00:00"", ""distance_cumulative_km"": 0.23102648358811226, ""pace_min_per_km"": 16.584904867809847, ""cadence"": 82, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:20+00:00"", ""distance_cumulative_km"": 0.23225304869665966, ""pace_min_per_km"": 13.58810868159919, ""cadence"": 82, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:21+00:00"", ""distance_cumulative_km"": 0.23369858474045999, ""pace_min_per_km"": 11.529771306278361, ""cadence"": 82, ""heart_rate"": 136}, {""timestamp"": ""2025-04-25 20:20:22+00:00"", ""distance_cumulative_km"": 0.23503292570287976, ""pace_min_per_km"": 12.490585591987966, ""cadence"": 82, ""heart_rate"": 135}, {""timestamp"": ""2025-04-25 20:20:23+00:00"", ""distance_cumulative_km"": 0.23623535560050102, ""pace_min_per_km"": 13.860849628715561, ""cadence"": 82, ""heart_rate"": 135}, {""timestamp"": ""2025-04-25 20:20:24+00:00"", ""distance_cumulative_km"": 0.23759765179859854, ""pace_min_per_km"": 12.234270361522888, ""cadence"": 82, ""heart_rate"": 134}, {""timestamp"": ""2025-04-25 20:20:25+00:00"", ""distance_cumulative_km"": 0.23860258370772822, ""pace_min_per_km"": 16.5849047568149, ""cadence"": 82, ""heart_rate"": 133}, {""timestamp"": ""2025-04-25 20:20:26+00:00"", ""distance_cumulative_km"": 0.23916604158124627, ""pace_min_per_km"": 29.579318673707846, ""cadence"": 82, ""heart_rate"": 132}, {""timestamp"": ""2025-04-25 20:20:27+00:00"", ""distance_cumulative_km"": 0.2392575627752147, ""pace_min_per_km"": 182.1075455565977, ""cadence"": 0, ""heart_rate"": 131}, {""timestamp"": ""2025-04-25 20:20:28+00:00"", ""distance_cumulative_km"": 0.23936875785518058, ""pace_min_per_km"": 149.88702742167152, ""cadence"": 0, ""heart_rate"": 129}, {""timestamp"": ""2025-04-25 20:20:29+00:00"", ""distance_cumulative_km"": 0.23936875785518058, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 128}, {""timestamp"": ""2025-04-25 20:20:30+00:00"", ""distance_cumulative_km"": 0.23936875785518058, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 127}, {""timestamp"": ""2025-04-25 20:20:31+00:00"", ""distance_cumulative_km"": 0.23947995293585378, ""pace_min_per_km"": 149.88702646822375, ""cadence"": 0, ""heart_rate"": 126}, {""timestamp"": ""2025-04-25 20:20:32+00:00"", ""distance_cumulative_km"": 0.23947995293585378, ""pace_min_per_km"": NaN, ""cadence"": 0, ""heart_rate"": 125}, {""timestamp"": ""2025-04-25 20:20:33+00:00"", ""distance_cumulative_km"": 0.24070651804969495, ""pace_min_per_km"": 13.58810862295422, ""cadence"": 0, ""heart_rate"": 125}, {""timestamp"": ""2025-04-25 20:20:34+00:00"", ""distance_cumulative_km"": 0.2420026579951605, ""pace_min_per_km"": 12.858719506568175, ""cadence"": 0, ""heart_rate"": 125}, {""timestamp"": ""2025-04-25 20:20:35+00:00"", ""distance_cumulative_km"": 0.24395088028927941, ""pace_min_per_km"": 8.554824595895255, ""cadence"": 0, ""heart_rate"": 126}, {""timestamp"": ""2025-04-25 20:20:36+00:00"", ""distance_cumulative_km"": 0.24630549133447308, ""pace_min_per_km"": 7.078324054421109, ""cadence"": 0, ""heart_rate"": 126}, {""timestamp"": ""2025-04-25 20:20:37+00:00"", ""distance_cumulative_km"": 0.25049799081329227, ""pace_min_per_km"": 3.9753612574554547, ""cadence"": 0, ""heart_rate"": 126}]"
3,2025-04-25 20:25:45+00:00,2025-04-25 20:25:54+00:00,9,0.011,14.2,192.6,120.8,mid-session,477,486,pause?,"[{""timestamp"": ""2025-04-25 20:25:45+00:00"", ""distance_cumulative_km"": 1.2662176130409941, ""pace_min_per_km"": 11.529771317561767, ""cadence"": 162, ""heart_rate"": 197}, {""timestamp"": ""2025-04-25 20:25:46+00:00"", ""distance_cumulative_km"": 1.267888048319687, ""pace_min_per_km"": 9.97745929614314, ""cadence"": 162, ""heart_rate"": 197}, {""timestamp"": ""2025-04-25 20:25:47+00:00"", ""distance_cumulative_km"": 1.2687482065208455, ""pace_min_per_km"": 19.376319353288203, ""cadence"": 162, ""heart_rate"": 197}, {""timestamp"": ""2025-04-25 20:25:48+00:00"", ""distance_cumulative_km"": 1.2701105029685955, ""pace_min_per_km"": 12.23426811948872, ""cadence"": 100, ""heart_rate"": 196}, {""timestamp"": ""2025-04-25 20:25:49+00:00"", ""distance_cumulative_km"": 1.2714573402345462, ""pace_min_per_km"": 12.374694717284516, ""cadence"": 100, ""heart_rate"": 196}, {""timestamp"": ""2025-04-25 20:25:50+00:00"", ""distance_cumulative_km"": 1.2721491648304135, ""pace_min_per_km"": 24.09093301908197, ""cadence"": 100, ""heart_rate"": 193}, {""timestamp"": ""2025-04-25 20:25:51+00:00"", ""distance_cumulative_km"": 1.2723896509829777, ""pace_min_per_km"": 69.30419827630593, ""cadence"": 0, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:25:52+00:00"", ""distance_cumulative_km"": 1.2728849270832792, ""pace_min_per_km"": 33.65133102497465, ""cadence"": 0, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:25:53+00:00"", ""distance_cumulative_km"": 1.2742412330894717, ""pace_min_per_km"": 12.288303615778634, ""cadence"": 90, ""heart_rate"": 187}, {""timestamp"": ""2025-04-25 20:25:54+00:00"", ""distance_cumulative_km"": 1.2768134699957427, ""pace_min_per_km"": 6.479457611142843, ""cadence"": 90, ""heart_rate"": 185}]"
4,2025-04-25 20:29:38+00:00,2025-04-25 20:30:08+00:00,30,0.038,13.0,183.1,109.2,mid-session,710,740,,"[{""timestamp"": ""2025-04-25 20:29:38+00:00"", ""distance_cumulative_km"": 2.0498813237209883, ""pace_min_per_km"": 10.684885453007684, ""cadence"": 164, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:29:39+00:00"", ""distance_cumulative_km"": 2.0510917128377226, ""pace_min_per_km"": 13.769704113802456, ""cadence"": 164, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:29:40+00:00"", ""distance_cumulative_km"": 2.052327376073233, ""pace_min_per_km"": 13.488060113010139, ""cadence"": 106, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:29:41+00:00"", ""distance_cumulative_km"": 2.053425637684745, ""pace_min_per_km"": 15.17552814858148, ""cadence"": 106, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:29:42+00:00"", ""distance_cumulative_km"": 2.0547117587435837, ""pace_min_per_km"": 12.958888967297908, ""cadence"": 106, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:29:43+00:00"", ""distance_cumulative_km"": 2.0561803232555804, ""pace_min_per_km"": 11.348973684062925, ""cadence"": 104, ""heart_rate"": 189}, {""timestamp"": ""2025-04-25 20:29:44+00:00"", ""distance_cumulative_km"": 2.057466444282636, ""pace_min_per_km"": 12.958889287549377, ""cadence"": 104, ""heart_rate"": 189}, {""timestamp"": ""2025-04-25 20:29:45+00:00"", ""distance_cumulative_km"": 2.0586562276513445, ""pace_min_per_km"": 14.008180344702335, ""cadence"": 102, ""heart_rate"": 189}, {""timestamp"": ""2025-04-25 20:29:46+00:00"", ""distance_cumulative_km"": 2.0597601039321707, ""pace_min_per_km"": 15.098340538241755, ""cadence"": 102, ""heart_rate"": 189}, {""timestamp"": ""2025-04-25 20:29:47+00:00"", ""distance_cumulative_km"": 2.0610605655408483, ""pace_min_per_km"": 12.815987714509, ""cadence"": 102, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:29:48+00:00"", ""distance_cumulative_km"": 2.0625291300869066, ""pace_min_per_km"": 11.348973420836156, ""cadence"": 102, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:29:49+00:00"", ""distance_cumulative_km"": 2.0643629404383956, ""pace_min_per_km"": 9.088562504005196, ""cadence"": 100, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:29:50+00:00"", ""distance_cumulative_km"": 2.0658272892541323, ""pace_min_per_km"": 11.381646108419453, ""cadence"": 100, ""heart_rate"": 187}, {""timestamp"": ""2025-04-25 20:29:51+00:00"", ""distance_cumulative_km"": 2.0670974916689753, ""pace_min_per_km"": 13.12129453167483, ""cadence"": 100, ""heart_rate"": 187}, {""timestamp"": ""2025-04-25 20:29:52+00:00"", ""distance_cumulative_km"": 2.0683052340544177, ""pace_min_per_km"": 13.799880008262429, ""cadence"": 100, ""heart_rate"": 186}, {""timestamp"": ""2025-04-25 20:29:53+00:00"", ""distance_cumulative_km"": 2.069045803999845, ""pace_min_per_km"": 22.505234114496485, ""cadence"": 102, ""heart_rate"": 185}, {""timestamp"": ""2025-04-25 20:29:54+00:00"", ""distance_cumulative_km"": 2.069768102392589, ""pace_min_per_km"": 23.074535631571706, ""cadence"": 102, ""heart_rate"": 184}, {""timestamp"": ""2025-04-25 20:29:55+00:00"", ""distance_cumulative_km"": 2.07043378137351, ""pace_min_per_km"": 25.03714324424189, ""cadence"": 100, ""heart_rate"": 182}, {""timestamp"": ""2025-04-25 20:29:56+00:00"", ""distance_cumulative_km"": 2.0708621237958638, ""pace_min_per_km"": 38.90975801185162, ""cadence"": 0, ""heart_rate"": 181}, {""timestamp"": ""2025-04-25 20:29:57+00:00"", ""distance_cumulative_km"": 2.071006139719404, ""pace_min_per_km"": 115.72817498444691, ""cadence"": 0, ""heart_rate"": 180}, {""timestamp"": ""2025-04-25 20:29:58+00:00"", ""distance_cumulative_km"": 2.071228529880043, ""pace_min_per_km"": 74.94351347247382, ""cadence"": 0, ""heart_rate"": 179}, {""timestamp"": ""2025-04-25 20:29:59+00:00"", ""distance_cumulative_km"": 2.07158186193525, ""pace_min_per_km"": 47.17007629051504, ""cadence"": 0, ""heart_rate"": 178}, {""timestamp"": ""2025-04-25 20:30:00+00:00"", ""distance_cumulative_km"": 2.0721579256148988, ""pace_min_per_km"": 28.93204447492697, ""cadence"": 0, ""heart_rate"": 177}, {""timestamp"": ""2025-04-25 20:30:01+00:00"", ""distance_cumulative_km"": 2.073046606905476, ""pace_min_per_km"": 18.754417558605336, ""cadence"": 0, ""heart_rate"": 177}, {""timestamp"": ""2025-04-25 20:30:02+00:00"", ""distance_cumulative_km"": 2.0739685549288525, ""pace_min_per_km"": 18.07770023624661, ""cadence"": 0, ""heart_rate"": 176}, {""timestamp"": ""2025-04-25 20:30:03+00:00"", ""distance_cumulative_km"": 2.075381329718178, ""pace_min_per_km"": 11.797138599817242, ""cadence"": 0, ""heart_rate"": 176}, {""timestamp"": ""2025-04-25 20:30:04+00:00"", ""distance_cumulative_km"": 2.077074211548823, ""pace_min_per_km"": 9.845164439887245, ""cadence"": 0, ""heart_rate"": 175}, {""timestamp"": ""2025-04-25 20:30:05+00:00"", ""distance_cumulative_km"": 2.0792824110627213, ""pace_min_per_km"": 7.5476422737625, ""cadence"": 0, ""heart_rate"": 175}, {""timestamp"": ""2025-04-25 20:30:06+00:00"", ""distance_cumulative_km"": 2.0819304450927154, ""pace_min_per_km"": 6.293990111614378, ""cadence"": 0, ""heart_rate"": 174}, {""timestamp"": ""2025-04-25 20:30:07+00:00"", ""distance_cumulative_km"": 2.084892723361113, ""pace_min_per_km"": 5.626311402883135, ""cadence"": 0, ""heart_rate"": 173}, {""timestamp"": ""2025-04-25 20:30:08+00:00"", ""distance_cumulative_km"": 2.0882863232303785, ""pace_min_per_km"": 4.911215417864497, ""cadence"": 0, ""heart_rate"": 173}]"
5,2025-04-25 20:36:08+00:00,2025-04-25 20:36:33+00:00,25,0.036,11.7,190.5,98.4,mid-session,1100,1125,pause?,"[{""timestamp"": ""2025-04-25 20:36:08+00:00"", ""distance_cumulative_km"": 3.3913419766925443, ""pace_min_per_km"": 12.100805935497268, ""cadence"": 84, ""heart_rate"": 194}, {""timestamp"": ""2025-04-25 20:36:09+00:00"", ""distance_cumulative_km"": 3.3922780875609053, ""pace_min_per_km"": 17.80419452791617, ""cadence"": 84, ""heart_rate"": 195}, {""timestamp"": ""2025-04-25 20:36:10+00:00"", ""distance_cumulative_km"": 3.393655408996404, ""pace_min_per_km"": 12.100806369840653, ""cadence"": 0, ""heart_rate"": 195}, {""timestamp"": ""2025-04-25 20:36:11+00:00"", ""distance_cumulative_km"": 3.3948451911495083, ""pace_min_per_km"": 14.008194656908342, ""cadence"": 0, ""heart_rate"": 195}, {""timestamp"": ""2025-04-25 20:36:12+00:00"", ""distance_cumulative_km"": 3.3962180167089913, ""pace_min_per_km"": 12.140435385161927, ""cadence"": 104, ""heart_rate"": 194}, {""timestamp"": ""2025-04-25 20:36:13+00:00"", ""distance_cumulative_km"": 3.3975953381468114, ""pace_min_per_km"": 12.100806349447895, ""cadence"": 104, ""heart_rate"": 194}, {""timestamp"": ""2025-04-25 20:36:14+00:00"", ""distance_cumulative_km"": 3.398144468363991, ""pace_min_per_km"": 30.3510888284254, ""cadence"": 104, ""heart_rate"": 193}, {""timestamp"": ""2025-04-25 20:36:15+00:00"", ""distance_cumulative_km"": 3.399047385035948, ""pace_min_per_km"": 18.458735470993442, ""cadence"": 102, ""heart_rate"": 193}, {""timestamp"": ""2025-04-25 20:36:16+00:00"", ""distance_cumulative_km"": 3.4006699809231606, ""pace_min_per_km"": 10.27162716937099, ""cadence"": 102, ""heart_rate"": 192}, {""timestamp"": ""2025-04-25 20:36:17+00:00"", ""distance_cumulative_km"": 3.402425976942846, ""pace_min_per_km"": 9.491308529833805, ""cadence"": 102, ""heart_rate"": 192}, {""timestamp"": ""2025-04-25 20:36:18+00:00"", ""distance_cumulative_km"": 3.403662743199349, ""pace_min_per_km"": 13.476030666566077, ""cadence"": 100, ""heart_rate"": 192}, {""timestamp"": ""2025-04-25 20:36:19+00:00"", ""distance_cumulative_km"": 3.4047896591311537, ""pace_min_per_km"": 14.789656911944386, ""cadence"": 100, ""heart_rate"": 192}, {""timestamp"": ""2025-04-25 20:36:20+00:00"", ""distance_cumulative_km"": 3.4050120492917926, ""pace_min_per_km"": 74.94351347247382, ""cadence"": 98, ""heart_rate"": 192}, {""timestamp"": ""2025-04-25 20:36:21+00:00"", ""distance_cumulative_km"": 3.405777252775495, ""pace_min_per_km"": 21.7807424495308, ""cadence"": 94, ""heart_rate"": 191}, {""timestamp"": ""2025-04-25 20:36:22+00:00"", ""distance_cumulative_km"": 3.406702213266012, ""pace_min_per_km"": 18.018823691242883, ""cadence"": 98, ""heart_rate"": 191}, {""timestamp"": ""2025-04-25 20:36:23+00:00"", ""distance_cumulative_km"": 3.4078871213025326, ""pace_min_per_km"": 14.065817334603675, ""cadence"": 100, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:36:24+00:00"", ""distance_cumulative_km"": 3.4090197022619404, ""pace_min_per_km"": 14.715680907009693, ""cadence"": 100, ""heart_rate"": 190}, {""timestamp"": ""2025-04-25 20:36:25+00:00"", ""distance_cumulative_km"": 3.4098193008304456, ""pace_min_per_km"": 20.843834214412194, ""cadence"": 0, ""heart_rate"": 189}, {""timestamp"": ""2025-04-25 20:36:26+00:00"", ""distance_cumulative_km"": 3.4109350117313535, ""pace_min_per_km"": 14.938188724729994, ""cadence"": 0, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:36:27+00:00"", ""distance_cumulative_km"": 3.4119353735707207, ""pace_min_per_km"": 16.660671513156817, ""cadence"": 0, ""heart_rate"": 188}, {""timestamp"": ""2025-04-25 20:36:28+00:00"", ""distance_cumulative_km"": 3.4136778379222963, ""pace_min_per_km"": 9.565016343047652, ""cadence"": 0, ""heart_rate"": 187}, {""timestamp"": ""2025-04-25 20:36:29+00:00"", ""distance_cumulative_km"": 3.4152690665149144, ""pace_min_per_km"": 10.47410791719061, ""cadence"": 0, ""heart_rate"": 186}, {""timestamp"": ""2025-04-25 20:36:30+00:00"", ""distance_cumulative_km"": 3.4175999398206858, ""pace_min_per_km"": 7.1504100882414035, ""cadence"": 0, ""heart_rate"": 185}, {""timestamp"": ""2025-04-25 20:36:31+00:00"", ""distance_cumulative_km"": 3.4199545627009, ""pace_min_per_km"": 7.0782884767038805, ""cadence"": 0, ""heart_rate"": 185}, {""timestamp"": ""2025-04-25 20:36:32+00:00"", ""distance_cumulative_km"": 3.4238384739697882, ""pace_min_per_km"": 4.29121543880414, ""cadence"": 0, ""heart_rate"": 185}, {""timestamp"": ""2025-04-25 20:36:33+00:00"", ""distance_cumulative_km"": 3.4269994899059855, ""pace_min_per_km"": 5.272577024729843, ""cadence"": 0, ""heart_rate"": 185}]"
