Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2023-01-13 21:06:44,2023-01-14 22:42:46,UTC-06:00,2023-01-14 13:11:51,2023-01-14 13:17:04,5,Meditation,0.0,6.0,97,70,0,0,0,0,0,false,,,
2023-01-13 21:06:44,2023-01-14 22:42:46,UTC-06:00,2023-01-14 08:20:00,2023-01-14 09:00:00,40,Ice Bath,5.3,133.0,140,107,44,32,0,0,0,false,,,
2023-01-13 21:06:44,2023-01-14 22:42:46,UTC-06:00,2023-01-14 05:20:00,2023-01-14 06:43:00,83,Running,9.2,461.0,161,119,21,39,27,0,0,false,,,
2023-01-12 22:03:04,2023-01-13 21:06:44,UTC-06:00,2023-01-13 10:47:39,2023-01-13 12:08:44,81,Activity,13.7,707.0,178,156,0,1,27,44,0,false,,,
2023-01-11 21:27:31,2023-01-12 22:03:04,UTC-06:00,2023-01-12 08:15:51,2023-01-12 08:41:30,25,Manual Labor,10.1,314.0,180,155,0,6,54,40,0,false,,,
2023-01-09 21:18:19,2023-01-10 22:03:31,UTC-06:00,2023-01-10 13:29:59,2023-01-10 14:27:10,57,Activity,12.1,577.0,166,149,0,4,85,4,0,false,,,
2023-01-08 21:31:26,2023-01-09 21:18:19,UTC-06:00,2023-01-09 12:03:20,2023-01-09 12:49:01,45,Running,12.9,562.0,183,156,0,1,46,52,1,false,,,
2023-01-07 21:20:59,2023-01-08 21:31:26,UTC-06:00,2023-01-08 18:50:00,2023-01-08 19:40:00,50,Meditation,0.0,62.0,97,69,0,0,0,0,0,false,,,
2023-01-07 21:20:59,2023-01-08 21:31:26,UTC-06:00,2023-01-08 15:04:12,2023-01-08 15:53:26,49,Running,13.1,603.0,184,157,0,0,47,51,2,false,,,
2023-01-07 21:20:59,2023-01-08 21:31:26,UTC-06:00,2023-01-08 07:40:00,2023-01-08 08:30:00,50,Meditation,0.0,62.0,108,66,5,0,0,0,0,false,,,
2023-01-03 22:22:54,2023-01-04 21:22:43,UTC-06:00,2023-01-04 13:40:16,2023-01-04 15:31:29,111,Running,16.3,1288.0,172,150,0,6,72,22,0,true,,,
2022-12-29 21:38:21,2022-12-30 20:24:41,UTC-06:00,2022-12-30 17:52:07,2022-12-30 19:06:14,74,Running,13.1,684.0,175,139,12,6,52,21,0,true,7184.93,175.56,-8.70
2022-12-27 22:29:27,2022-12-28 21:57:30,UTC-06:00,2022-12-28 12:26:34,2022-12-28 13:01:08,34,Running,11.7,428.0,195,154,3,2,38,56,1,true,5651.88,170.98,-8.12
2022-12-26 21:43:04,2022-12-27 22:29:27,UTC-06:00,2022-12-27 12:58:35,2022-12-27 13:47:58,49,Running,14.8,671.0,185,160,4,7,16,61,12,false,,,
2022-12-24 21:23:59,2022-12-25 22:07:03,UTC-06:00,2022-12-25 09:15:58,2022-12-25 10:19:09,63,Running,14.0,719.0,185,149,2,21,44,28,5,false,,,
2022-12-22 21:32:45,2022-12-23 22:18:19,UTC-06:00,2022-12-23 15:23:24,2022-12-23 15:40:29,17,Running,9.5,233.0,178,161,2,2,16,80,0,false,,,
2022-12-18 22:05:10,2022-12-19 23:55:23,UTC-06:00,2022-12-19 15:52:42,2022-12-19 17:04:12,71,Running,14.8,851.0,177,151,6,10,27,57,0,false,,,
2022-12-16 21:20:38,2022-12-17 22:03:18,UTC-06:00,2022-12-17 12:32:06,2022-12-17 12:51:10,19,Running,8.7,234.0,177,154,1,0,57,42,0,false,,,
2022-12-14 22:32:54,2022-12-15 23:00:25,UTC-06:00,2022-12-15 10:41:33,2022-12-15 11:17:01,35,Running,11.9,442.0,178,155,0,4,42,54,0,false,,,
2022-12-12 21:37:52,2022-12-13 23:37:12,UTC-06:00,2022-12-13 16:57:49,2022-12-13 17:20:49,23,Running,10.6,308.0,180,159,1,0,27,72,0,false,,,
2022-12-10 21:29:48,2022-12-11 21:58:41,UTC-06:00,2022-12-11 08:47:49,2022-12-11 09:09:10,21,Functional Fitness,5.4,116.0,149,120,31,55,13,0,0,false,,,
2022-12-10 21:29:48,2022-12-11 21:58:41,UTC-06:00,2022-12-11 08:05:28,2022-12-11 08:47:37,42,Running,12.9,517.0,191,154,3,10,30,51,6,true,6111.60,213.59,8.27
2022-12-07 21:27:03,2022-12-08 21:14:38,UTC-06:00,2022-12-08 08:24:00,2022-12-08 09:24:00,60,Functional Fitness,8.1,334.0,155,116,24,41,16,0,0,false,,,
2022-12-06 21:06:01,2022-12-07 21:27:03,UTC-06:00,2022-12-07 08:30:06,2022-12-07 09:09:33,39,Running,10.2,348.0,177,133,32,17,21,28,0,true,2730.51,106.04,-1.94
2022-12-06 21:06:01,2022-12-07 21:27:03,UTC-06:00,2022-12-07 07:29:00,2022-12-07 08:29:00,60,Functional Fitness,7.9,311.0,158,113,22,29,17,0,0,false,,,
2022-12-02 21:28:08,2022-12-03 22:29:42,UTC-06:00,2022-12-03 17:25:07,2022-12-03 18:36:27,71,Running,15.3,914.0,190,154,0,4,43,52,1,false,,,
2022-11-29 22:09:25,2022-11-30 22:05:01,UTC-06:00,2022-11-30 07:23:12,2022-11-30 08:19:09,55,Functional Fitness,9.3,377.0,158,122,21,28,36,0,0,false,,,
2022-11-26 21:50:46,2022-11-27 21:42:39,UTC-06:00,2022-11-27 09:17:00,2022-11-27 10:09:00,52,Running,8.7,300.0,166,110,11,9,30,5,0,false,,,
2022-11-25 21:47:19,2022-11-26 21:50:46,UTC-06:00,2022-11-26 14:44:00,2022-11-26 15:22:00,38,Functional Fitness,9.7,379.0,168,140,4,24,69,3,0,false,,,
2022-11-25 21:47:19,2022-11-26 21:50:46,UTC-06:00,2022-11-26 08:17:00,2022-11-26 08:54:00,37,Running,11.4,428.0,181,148,2,17,55,26,0,false,,,
2022-11-23 21:37:07,2022-11-24 21:38:08,UTC-06:00,2022-11-24 09:59:00,2022-11-24 11:00:00,61,Running,13.8,699.0,200,149,5,10,51,32,2,false,,,
2022-11-22 22:21:42,2022-11-23 21:37:07,UTC-06:00,2022-11-23 06:49:05,2022-11-23 08:26:23,97,Running,16.3,925.0,199,138,29,9,15,22,16,true,7320.77,239.42,7.26
2022-11-20 22:17:46,2022-11-21 21:46:05,UTC-06:00,2022-11-21 07:23:25,2022-11-21 08:59:07,95,Running,16.4,1049.0,188,146,21,9,14,54,1,true,10107.17,337.25,5.57
2022-11-18 21:41:34,2022-11-19 22:51:49,UTC-06:00,2022-11-19 12:54:42,2022-11-19 14:01:47,67,Activity,15.1,816.0,189,153,0,29,22,42,7,false,,,
2022-11-15 20:46:06,2022-11-17 03:22:16,UTC-06:00,2022-11-16 18:56:02,2022-11-16 20:13:54,77,Activity,14.1,805.0,181,146,10,17,35,38,0,false,,,
2022-11-13 21:36:29,2022-11-14 22:12:06,UTC-06:00,2022-11-14 08:35:37,2022-11-14 08:57:15,21,Activity,10.6,270.0,189,154,7,23,15,33,22,false,,,
2022-11-08 21:47:56,2022-11-09 22:41:20,UTC-05:00,2022-11-09 10:45:17,2022-11-09 11:16:57,31,Activity,13.0,406.0,200,156,2,25,26,13,34,false,,,
2022-11-06 02:28:39,2022-11-07 00:52:06,UTC-05:00,2022-11-06 11:22:21,2022-11-06 12:28:11,65,Running,16.0,838.0,187,153,6,27,11,43,13,false,,,
2022-11-03 02:10:29,2022-11-03 23:26:47,UTC-05:00,2022-11-03 19:14:41,2022-11-03 19:49:52,35,Running,12.3,440.0,180,151,9,4,35,52,0,false,,,
2022-10-30 02:44:19,2022-10-31 02:32:23,UTC-05:00,2022-10-30 14:39:37,2022-10-30 16:41:08,121,Running,19.1,1665.0,181,159,2,7,23,68,0,false,,,
2022-10-29 00:13:45,2022-10-30 02:44:19,UTC-05:00,2022-10-29 19:47:45,2022-10-29 20:40:35,52,Running,13.3,646.0,176,153,0,4,61,35,0,false,,,
2022-10-26 20:51:19,2022-10-28 07:11:53,UTC-05:00,2022-10-27 19:30:15,2022-10-27 20:14:37,44,Running,13.7,566.0,188,153,5,10,39,35,10,false,,,
2022-10-23 01:34:33,2022-10-24 00:30:41,UTC-05:00,2022-10-23 14:01:32,2022-10-23 14:55:08,53,Running,16.4,766.0,202,161,7,12,15,24,42,false,,,
2022-10-21 22:03:59,2022-10-23 01:34:33,UTC-05:00,2022-10-22 17:57:40,2022-10-22 18:18:54,21,Running,12.9,337.0,192,170,0,2,18,26,54,false,,,
2022-10-17 00:01:48,2022-10-17 23:22:29,UTC-05:00,2022-10-17 11:04:40,2022-10-17 13:02:17,117,Running,17.1,1401.0,178,152,2,8,49,41,0,false,,,
2022-10-16 00:39:22,2022-10-17 00:01:48,UTC-05:00,2022-10-16 11:01:32,2022-10-16 11:43:58,42,Running,15.2,606.0,191,163,6,13,11,17,53,false,,,
2022-10-12 23:01:34,2022-10-14 00:56:00,UTC-05:00,2022-10-13 21:51:41,2022-10-13 22:22:52,31,Running,13.8,475.0,186,168,0,2,13,58,27,false,,,
2022-07-03 02:23:24,2022-07-04 01:45:53,UTC-05:00,2022-07-03 21:56:56,2022-07-03 22:40:36,43,Running,13.7,598.0,184,161,0,0,15,84,1,false,,,
2022-06-27 01:31:58,2022-06-28 00:21:50,UTC-05:00,2022-06-27 22:36:34,2022-06-27 23:09:22,32,Running,13.8,499.0,190,169,0,1,2,83,14,false,,,
2022-06-20 01:13:22,2022-06-21 02:51:02,UTC-05:00,2022-06-20 23:44:10,2022-06-21 00:11:05,26,Running,10.7,344.0,173,155,0,0,54,46,0,false,,,
2022-06-18 03:01:10,2022-06-19 02:15:14,UTC-05:00,2022-06-18 21:24:02,2022-06-18 22:26:28,62,Running,15.1,792.0,186,155,1,15,25,53,6,false,,,
2022-06-15 01:18:53,2022-06-16 01:38:29,UTC-05:00,2022-06-15 19:41:44,2022-06-15 21:03:42,81,Running,18.8,1237.0,191,170,2,1,11,34,49,false,,,
2022-06-12 05:03:55,2022-06-13 03:09:29,UTC-05:00,2022-06-12 23:47:17,2022-06-13 00:42:29,55,Running,15.4,745.0,186,163,0,3,26,47,21,false,,,
2022-06-10 23:11:19,2022-06-12 05:03:55,UTC-05:00,2022-06-12 03:31:12,2022-06-12 03:42:54,11,Functional Fitness,4.1,26.0,149,74,1,6,8,0,0,false,,,
2022-06-10 23:11:19,2022-06-12 05:03:55,UTC-05:00,2022-06-12 02:34:42,2022-06-12 03:30:59,56,Running,11.5,531.0,164,142,4,6,83,2,0,true,6783.61,315.90,-3.20
2022-06-10 02:29:04,2022-06-10 23:11:19,UTC-05:00,2022-06-10 21:53:19,2022-06-10 22:06:12,12,Functional Fitness,1.8,17.0,129,81,10,1,0,0,0,false,,,
2022-06-10 02:29:04,2022-06-10 23:11:19,UTC-05:00,2022-06-10 20:58:48,2022-06-10 21:53:05,54,Running,14.0,664.0,173,157,1,0,23,71,0,true,6872.39,286.70,-6.40
2022-06-08 01:15:22,2022-06-09 00:11:30,UTC-05:00,2022-06-08 22:43:37,2022-06-08 23:06:45,23,Walking,4.4,51.0,129,104,72,7,0,0,0,true,1553.58,87.50,-5.20
2022-06-08 01:15:22,2022-06-09 00:11:30,UTC-05:00,2022-06-08 17:09:00,2022-06-08 17:52:33,43,Running,14.4,610.0,178,165,0,4,5,89,0,false,,,
2022-06-06 22:30:36,2022-06-08 01:15:22,UTC-05:00,2022-06-07 18:44:00,2022-06-07 19:24:00,40,Running,12.4,362.0,190,137,25,4,5,30,19,false,,,
2022-06-05 23:35:10,2022-06-06 22:30:36,UTC-05:00,2022-06-06 20:11:27,2022-06-06 20:50:56,39,Walking,4.8,92.0,133,100,55,10,0,0,0,true,3.79,0.00,0.00
2022-06-05 23:35:10,2022-06-06 22:30:36,UTC-05:00,2022-06-06 17:15:34,2022-06-06 17:23:18,7,Functional Fitness,4.2,30.0,130,110,60,27,0,0,0,false,,,
2022-06-05 23:35:10,2022-06-06 22:30:36,UTC-05:00,2022-06-06 15:59:53,2022-06-06 17:15:18,75,Running,18.7,1158.0,188,174,1,1,1,44,48,true,8739.93,11.50,-0.40
2022-06-05 01:30:10,2022-06-05 23:35:10,UTC-05:00,2022-06-05 16:24:00,2022-06-05 16:55:56,31,Running,9.7,271.0,180,136,32,9,18,35,0,true,4117.15,94.60,0.00
2022-06-03 23:22:45,2022-06-05 01:30:10,UTC-05:00,2022-06-04 18:11:00,2022-06-04 19:00:00,49,Walking,4.9,115.0,133,96,33,12,0,0,0,true,2869.62,153.70,2.70
2022-06-03 23:22:45,2022-06-05 01:30:10,UTC-05:00,2022-06-04 14:24:13,2022-06-04 14:54:54,30,Walking,6.0,180.0,153,122,20,75,2,0,0,true,3228.98,176.30,-16.60
2022-06-03 23:22:45,2022-06-05 01:30:10,UTC-05:00,2022-06-04 13:12:43,2022-06-04 14:23:59,71,Weightlifting,5.8,196.0,137,101,45,18,0,0,0,false,,,
2022-06-03 23:22:45,2022-06-05 01:30:10,UTC-05:00,2022-06-04 12:35:32,2022-06-04 13:12:29,36,Walking,5.7,157.0,138,113,61,33,0,0,0,true,3233.34,224.10,4.20
2022-06-03 00:34:44,2022-06-03 23:22:45,UTC-05:00,2022-06-03 15:59:00,2022-06-03 17:00:00,61,Functional Fitness,6.0,200.0,154,105,30,17,9,0,0,false,,,
2022-06-03 00:34:44,2022-06-03 23:22:45,UTC-05:00,2022-06-03 15:13:38,2022-06-03 15:58:36,44,Running,17.3,739.0,200,178,0,6,5,10,77,true,7644.99,251.70,-9.60
2022-06-03 00:34:44,2022-06-03 23:22:45,UTC-05:00,2022-06-03 09:02:57,2022-06-03 09:33:25,30,Meditation,,38.0,95,65,0,0,0,0,0,false,,,
2022-06-01 00:27:39,2022-06-02 01:24:10,UTC-05:00,2022-06-01 20:11:58,2022-06-01 21:27:47,75,Running,14.4,779.0,197,143,12,24,19,40,4,true,9738.15,420.60,0.40
2022-05-30 23:32:04,2022-06-01 00:27:39,UTC-05:00,2022-05-31 16:28:00,2022-05-31 17:00:00,32,Running,12.9,380.0,191,151,10,14,15,16,38,true,,,
2022-05-30 23:32:04,2022-06-01 00:27:39,UTC-05:00,2022-05-31 15:50:48,2022-05-31 16:27:58,37,Weightlifting,5.1,117.0,148,105,46,29,2,0,0,false,,,
2022-05-30 23:32:04,2022-06-01 00:27:39,UTC-05:00,2022-05-31 15:17:47,2022-05-31 15:50:31,32,Walking,5.9,169.0,148,118,40,56,3,0,0,false,,,
2022-05-30 23:32:04,2022-06-01 00:27:39,UTC-05:00,2022-05-31 09:55:49,2022-05-31 10:31:07,35,Meditation,,44.0,99,69,0,0,0,0,0,false,,,
2022-05-30 00:45:45,2022-05-30 23:32:04,UTC-05:00,2022-05-30 19:30:00,2022-05-30 21:10:00,100,Weightlifting,14.2,688.0,185,123,31,7,12,19,7,false,,,
2022-05-27 22:50:53,2022-05-29 02:33:57,UTC-05:00,2022-05-28 16:46:00,2022-05-28 17:40:00,54,HIIT,13.1,556.0,192,142,7,7,48,19,9,false,,,
2022-05-26 23:19:36,2022-05-27 22:50:53,UTC-05:00,2022-05-27 16:02:00,2022-05-27 16:42:34,40,Walking,7.1,252.0,157,124,11,51,25,0,0,true,1262.19,69.45,0.00
2022-05-26 23:19:36,2022-05-27 22:50:53,UTC-05:00,2022-05-27 11:20:00,2022-05-27 12:00:00,40,HIIT,6.4,201.0,154,112,8,29,26,0,0,false,,,
2022-05-26 00:25:28,2022-05-26 23:19:36,UTC-05:00,2022-05-26 09:17:28,2022-05-26 09:41:24,23,Running,5.5,124.0,161,120,30,46,16,0,0,true,2238.16,80.61,0.00
2022-05-24 23:51:02,2022-05-26 00:25:28,UTC-05:00,2022-05-25 22:10:44,2022-05-25 22:43:32,32,Gaelic Football,4.0,46.0,128,87,11,1,0,0,0,false,,,
2022-05-24 23:51:02,2022-05-26 00:25:28,UTC-05:00,2022-05-25 21:55:29,2022-05-25 22:10:10,14,Running,8.6,180.0,196,155,1,4,30,45,14,true,2671.72,17.08,10.29
2022-05-22 00:30:24,2022-05-23 00:22:33,UTC-05:00,2022-05-22 12:50:54,2022-05-22 14:17:10,86,Running,18.1,1239.0,184,166,2,2,8,83,4,true,12381.32,469.60,-4.50
2022-05-20 00:33:32,2022-05-21 01:18:29,UTC-05:00,2022-05-20 21:27:00,2022-05-20 22:20:00,53,Running,12.0,477.0,176,138,18,11,27,37,0,false,,,
2022-05-19 00:18:02,2022-05-20 00:33:32,UTC-05:00,2022-05-19 19:06:00,2022-05-19 20:05:00,59,Running,16.1,855.0,182,165,1,2,9,87,1,false,,,
2022-05-17 23:23:19,2022-05-19 00:18:02,UTC-05:00,2022-05-18 16:24:00,2022-05-18 17:36:00,72,Running,18.3,1120.0,191,173,0,0,3,59,36,false,,,
2022-05-17 01:20:37,2022-05-17 23:23:19,UTC-05:00,2022-05-17 20:34:00,2022-05-17 21:31:00,57,Walking,4.2,80.0,121,88,29,0,0,0,0,true,1788.20,73.45,0.00
2022-05-17 01:20:37,2022-05-17 23:23:19,UTC-05:00,2022-05-17 12:45:00,2022-05-17 13:02:00,17,Running,11.3,254.0,196,167,0,13,12,22,53,false,,,
2022-05-17 01:20:37,2022-05-17 23:23:19,UTC-05:00,2022-05-17 10:55:21,2022-05-17 12:41:15,105,Weightlifting,7.2,332.0,143,106,57,21,1,0,0,false,,,
2022-05-17 01:20:37,2022-05-17 23:23:19,UTC-05:00,2022-05-17 10:20:56,2022-05-17 10:55:08,34,Walking,5.4,129.0,163,111,65,25,3,0,0,true,2757.54,18.23,5.40
2022-05-16 00:47:00,2022-05-17 01:20:37,UTC-05:00,2022-05-16 10:20:00,2022-05-16 10:50:00,30,Manual Labor,5.8,147.0,159,104,3,26,23,0,0,false,,,
2022-05-15 00:12:20,2022-05-16 00:47:00,UTC-05:00,2022-05-15 21:38:42,2022-05-15 22:00:15,21,Weightlifting,4.3,41.0,121,99,62,0,0,0,0,false,,,
2022-05-15 00:12:20,2022-05-16 00:47:00,UTC-05:00,2022-05-15 21:02:15,2022-05-15 21:36:11,33,Walking,6.8,226.0,163,126,15,73,10,0,0,true,2988.72,5.00,-1.50
2022-05-15 00:12:20,2022-05-16 00:47:00,UTC-05:00,2022-05-15 19:06:00,2022-05-15 21:01:00,115,Weightlifting,10.6,622.0,161,119,33,46,14,0,0,false,,,
2022-05-15 00:12:20,2022-05-16 00:47:00,UTC-05:00,2022-05-15 18:32:20,2022-05-15 19:05:31,33,Walking,5.5,147.0,137,114,65,34,0,0,0,true,3030.49,207.07,4.42
2022-05-14 01:21:08,2022-05-15 00:12:20,UTC-05:00,2022-05-14 20:11:34,2022-05-14 20:31:23,19,Walking,4.5,56.0,132,106,68,13,0,0,0,true,1464.97,60.79,0.00
2022-05-14 01:21:08,2022-05-15 00:12:20,UTC-05:00,2022-05-14 09:33:42,2022-05-14 10:30:20,56,Walking,11.6,487.0,176,135,10,40,18,26,0,true,4046.86,199.36,2.84
2022-05-12 22:33:13,2022-05-14 01:21:08,UTC-05:00,2022-05-13 19:37:31,2022-05-13 20:34:10,56,Walking,10.0,421.0,161,129,29,23,46,0,0,true,3181.05,145.99,-5.30
2022-05-12 22:33:13,2022-05-14 01:21:08,UTC-05:00,2022-05-13 17:46:45,2022-05-13 19:37:14,110,Weightlifting,11.8,762.0,170,127,14,68,17,1,0,false,,,
2022-05-12 22:33:13,2022-05-14 01:21:08,UTC-05:00,2022-05-13 17:00:43,2022-05-13 17:46:34,45,Walking,9.2,380.0,162,134,7,38,53,0,0,true,3276.63,265.31,5.30
2022-05-12 00:52:00,2022-05-12 22:33:13,UTC-05:00,2022-05-12 10:05:34,2022-05-12 11:10:28,64,Walking,10.0,501.0,151,131,9,64,27,0,0,true,3796.38,297.55,-5.70
2022-05-12 00:52:00,2022-05-12 22:33:13,UTC-05:00,2022-05-12 08:01:08,2022-05-12 10:05:18,124,Weightlifting,8.2,432.0,147,104,39,26,3,0,0,false,,,
2022-05-12 00:52:00,2022-05-12 22:33:13,UTC-05:00,2022-05-12 07:25:18,2022-05-12 08:00:48,35,Walking,7.3,249.0,164,127,22,46,31,1,0,true,3138.47,236.85,5.30
2022-05-11 00:08:12,2022-05-12 00:52:00,UTC-05:00,2022-05-11 11:31:44,2022-05-11 11:43:29,11,Walking,5.6,97.0,176,131,3,51,40,6,0,true,462.05,2.22,-3.40
2022-05-11 00:08:12,2022-05-12 00:52:00,UTC-05:00,2022-05-11 10:59:08,2022-05-11 11:31:25,32,Running,15.9,522.0,202,174,1,0,2,20,73,true,5516.78,129.30,3.34
2022-05-09 00:42:41,2022-05-10 00:38:44,UTC-05:00,2022-05-09 22:11:40,2022-05-09 22:18:28,6,Functional Fitness,4.2,28.0,125,109,61,36,0,0,0,false,,,
2022-05-09 00:42:41,2022-05-10 00:38:44,UTC-05:00,2022-05-09 21:25:47,2022-05-09 22:11:17,45,Running,15.2,650.0,188,162,0,0,5,88,7,true,6242.06,262.74,0.00
2022-05-08 00:33:00,2022-05-09 00:42:41,UTC-05:00,2022-05-08 11:05:26,2022-05-08 11:40:20,34,Manual Labor,7.6,246.0,151,123,20,41,35,0,0,true,544.76,63.20,-10.36
2022-05-08 00:33:00,2022-05-09 00:42:41,UTC-05:00,2022-05-08 10:33:22,2022-05-08 11:05:06,31,Walking,8.8,305.0,158,137,0,20,80,0,0,true,3108.15,114.94,-5.50
2022-05-08 00:33:00,2022-05-09 00:42:41,UTC-05:00,2022-05-08 08:51:30,2022-05-08 10:33:08,101,Weightlifting,9.1,461.0,144,108,30,43,9,0,0,false,,,
2022-05-08 00:33:00,2022-05-09 00:42:41,UTC-05:00,2022-05-08 08:10:29,2022-05-08 08:51:14,40,Walking,6.3,192.0,143,112,44,47,4,0,0,true,3212.85,158.19,14.38
2022-05-06 01:20:18,2022-05-07 00:20:37,UTC-05:00,2022-05-06 19:23:22,2022-05-06 19:48:52,25,Walking,5.1,95.0,136,106,56,34,0,0,0,true,1490.79,74.58,0.00
2022-05-06 01:20:18,2022-05-07 00:20:37,UTC-05:00,2022-05-06 17:07:28,2022-05-06 17:18:20,10,Functional Fitness,4.3,33.0,136,102,56,20,0,0,0,false,,,
2022-05-06 01:20:18,2022-05-07 00:20:37,UTC-05:00,2022-05-06 16:35:03,2022-05-06 17:06:38,31,Running,15.1,511.0,181,171,0,0,2,32,66,true,4669.38,123.02,1.50
2022-05-05 01:07:05,2022-05-06 01:20:18,UTC-05:00,2022-05-05 21:27:04,2022-05-05 21:49:12,22,Walking,5.0,96.0,130,110,57,41,0,0,0,true,1556.07,33.75,0.10
2022-05-05 01:07:05,2022-05-06 01:20:18,UTC-05:00,2022-05-05 14:50:00,2022-05-05 15:20:00,30,Running,11.9,332.0,188,145,19,15,12,34,20,true,3064.43,89.13,-5.40
2022-05-05 01:07:05,2022-05-06 01:20:18,UTC-05:00,2022-05-05 12:45:07,2022-05-05 14:49:59,124,Weightlifting,10.2,589.0,165,111,31,52,5,0,0,false,,,
2022-05-05 01:07:05,2022-05-06 01:20:18,UTC-05:00,2022-05-05 12:09:01,2022-05-05 12:44:50,35,Walking,6.0,179.0,143,114,37,62,1,0,0,true,3290.32,161.37,17.48
2022-05-04 00:06:37,2022-05-05 01:07:05,UTC-05:00,2022-05-04 18:20:00,2022-05-04 19:00:00,40,Running,15.8,499.0,203,149,21,13,5,8,46,false,,,
2022-05-02 23:58:11,2022-05-04 00:06:37,UTC-05:00,2022-05-03 21:47:41,2022-05-03 22:20:12,32,Walking,6.8,222.0,159,124,4,87,8,0,0,true,3063.87,121.44,-21.79
2022-05-02 23:58:11,2022-05-04 00:06:37,UTC-05:00,2022-05-03 20:02:28,2022-05-03 21:47:28,104,Weightlifting,11.1,604.0,161,117,35,46,14,2,0,false,,,
2022-05-02 23:58:11,2022-05-04 00:06:37,UTC-05:00,2022-05-03 19:26:25,2022-05-03 20:02:12,35,Walking,6.4,210.0,138,119,14,86,0,0,0,true,3183.38,110.22,5.40
2022-05-02 23:58:11,2022-05-04 00:06:37,UTC-05:00,2022-05-03 09:54:00,2022-05-03 10:54:00,60,Manual Labor,9.6,328.0,175,99,7,13,17,13,0,false,,,
2022-04-30 23:54:52,2022-05-02 01:13:02,UTC-05:00,2022-05-01 09:58:40,2022-05-01 10:20:06,21,Running,13.4,341.0,186,169,0,5,10,18,67,true,2841.50,101.38,-5.50
2022-04-30 23:54:52,2022-05-02 01:13:02,UTC-05:00,2022-05-01 08:26:38,2022-05-01 09:56:55,90,Weightlifting,10.2,523.0,158,115,20,48,17,0,0,false,,,
2022-04-30 23:54:52,2022-05-02 01:13:02,UTC-05:00,2022-05-01 07:54:42,2022-05-01 08:22:44,28,Walking,5.9,163.0,148,116,28,64,8,0,0,true,,,
2022-04-29 23:17:36,2022-04-30 23:54:52,UTC-05:00,2022-04-30 19:54:22,2022-04-30 20:53:22,59,Running,8.8,386.0,155,119,11,63,18,0,0,false,,,
2022-04-29 23:17:36,2022-04-30 23:54:52,UTC-05:00,2022-04-30 17:28:00,2022-04-30 18:28:00,60,Manual Labor,4.7,109.0,127,91,39,2,0,0,0,false,,,
2022-04-29 23:17:36,2022-04-30 23:54:52,UTC-05:00,2022-04-30 11:00:00,2022-04-30 13:00:00,120,Manual Labor,10.4,486.0,166,99,20,10,15,3,0,false,,,
2022-04-29 00:49:49,2022-04-29 23:17:36,UTC-05:00,2022-04-29 20:30:00,2022-04-29 21:51:00,81,Functional Fitness,4.5,131.0,131,76,11,5,0,0,0,false,,,
2022-04-29 00:49:49,2022-04-29 23:17:36,UTC-05:00,2022-04-29 09:36:22,2022-04-29 10:06:27,30,Walking,9.5,302.0,162,138,1,9,65,20,0,true,3011.79,173.89,-16.29
2022-04-29 00:49:49,2022-04-29 23:17:36,UTC-05:00,2022-04-29 08:08:02,2022-04-29 09:36:08,88,Weightlifting,9.9,487.0,157,115,28,42,19,0,0,false,,,
2022-04-29 00:49:49,2022-04-29 23:17:36,UTC-05:00,2022-04-29 07:33:50,2022-04-29 08:05:19,31,Walking,5.5,136.0,139,110,61,39,0,0,0,true,3000.73,181.74,7.10
2022-04-28 01:25:45,2022-04-29 00:49:49,UTC-05:00,2022-04-28 20:00:00,2022-04-28 21:00:00,60,Functional Fitness,4.8,117.0,163,90,29,4,1,0,0,false,,,
2022-04-28 01:25:45,2022-04-29 00:49:49,UTC-05:00,2022-04-28 18:55:00,2022-04-28 19:42:00,47,Boxing,5.4,130.0,157,97,45,8,5,0,0,false,,,
2022-04-27 00:46:04,2022-04-28 01:25:45,UTC-05:00,2022-04-27 20:50:52,2022-04-27 22:08:01,77,Boxing,8.9,369.0,160,111,31,26,17,2,0,false,,,
2022-04-26 01:35:10,2022-04-27 00:46:04,UTC-05:00,2022-04-26 09:38:00,2022-04-26 12:45:00,187,Weightlifting,13.7,1082.0,159,117,26,51,16,0,0,true,7081.37,359.92,-1.80
2022-04-23 23:23:07,2022-04-25 02:17:06,UTC-05:00,2022-04-24 19:36:27,2022-04-24 20:11:45,35,Running,14.3,480.0,190,158,2,13,18,15,52,false,,,
2022-04-23 01:23:20,2022-04-23 23:23:07,UTC-05:00,2022-04-23 15:59:00,2022-04-23 17:09:00,70,Running,16.4,711.0,201,139,15,40,14,1,26,false,,,
2022-04-21 22:20:25,2022-04-23 01:23:20,UTC-05:00,2022-04-22 19:42:08,2022-04-22 20:10:58,28,Walking,4.7,77.0,124,98,54,10,0,0,0,true,1525.43,31.50,-7.54
2022-04-19 22:53:10,2022-04-20 23:33:01,UTC-05:00,2022-04-20 19:09:00,2022-04-20 19:44:00,35,Running,14.6,438.0,193,152,19,20,5,3,53,false,,,
