Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2022-04-19 00:29:18,2022-04-19 22:53:10,UTC-05:00,2022-04-19 11:44:40,2022-04-19 12:55:39,70,Running,17.7,980.0,193,160,4,6,9,47,33,false,,,
2022-04-18 01:05:36,2022-04-19 00:29:18,UTC-05:00,2022-04-18 11:26:00,2022-04-18 11:51:00,25,Manual Labor,5.7,144.0,139,118,3,81,2,0,0,false,,,
2022-04-17 00:54:06,2022-04-18 01:05:36,UTC-05:00,2022-04-17 13:53:37,2022-04-17 14:20:16,26,Running,10.9,305.0,177,148,1,20,36,23,20,true,3000.72,125.01,-6.24
2022-04-17 00:54:06,2022-04-18 01:05:36,UTC-05:00,2022-04-17 13:07:55,2022-04-17 13:52:57,45,Weightlifting,7.9,305.0,160,125,11,70,18,1,0,false,,,
2022-04-17 00:54:06,2022-04-18 01:05:36,UTC-05:00,2022-04-17 12:41:07,2022-04-17 13:07:40,26,Running,9.6,242.0,177,136,18,30,10,33,6,true,3006.16,98.22,7.09
2022-04-16 01:19:39,2022-04-17 00:54:06,UTC-05:00,2022-04-16 21:21:00,2022-04-16 22:15:00,54,Running,16.9,711.0,194,157,12,9,4,20,53,false,,,
2022-04-14 22:45:25,2022-04-16 01:19:39,UTC-05:00,2022-04-15 17:31:41,2022-04-15 18:11:15,39,Boxing,7.9,218.0,166,117,35,3,26,12,0,false,,,
2022-04-13 00:08:40,2022-04-13 23:32:50,UTC-05:00,2022-04-13 20:00:45,2022-04-13 20:24:22,23,Walking,4.4,48.0,132,100,74,8,0,0,0,true,1537.48,29.06,-7.47
2022-04-12 00:14:42,2022-04-13 00:08:40,UTC-05:00,2022-04-12 09:31:28,2022-04-12 10:04:32,33,Walking,8.5,299.0,159,136,1,26,73,0,0,true,2995.53,160.40,-7.78
2022-04-12 00:14:42,2022-04-13 00:08:40,UTC-05:00,2022-04-12 08:31:43,2022-04-12 09:31:13,59,Weightlifting,11.3,523.0,165,134,3,37,55,5,0,false,,,
2022-04-12 00:14:42,2022-04-13 00:08:40,UTC-05:00,2022-04-12 08:09:48,2022-04-12 08:31:28,21,Running,8.7,214.0,181,140,5,29,42,11,13,true,2433.21,101.95,5.47
2022-04-10 00:11:05,2022-04-11 00:11:43,UTC-05:00,2022-04-10 10:53:14,2022-04-10 12:02:54,69,Running,19.8,1188.0,198,176,0,1,5,15,79,false,,,
2022-04-09 00:06:15,2022-04-10 00:11:05,UTC-05:00,2022-04-09 21:05:14,2022-04-09 21:38:32,33,Weightlifting,6.5,189.0,154,117,32,39,24,0,0,false,,,
2022-04-09 00:06:15,2022-04-10 00:11:05,UTC-05:00,2022-04-09 17:25:00,2022-04-09 18:56:00,91,Weightlifting,8.1,359.0,156,107,18,25,13,0,0,false,,,
2022-04-07 23:28:17,2022-04-09 00:06:15,UTC-05:00,2022-04-08 11:43:28,2022-04-08 12:12:39,29,Walking,9.3,306.0,157,142,0,7,91,2,0,true,2997.55,158.88,-14.31
2022-04-07 23:28:17,2022-04-09 00:06:15,UTC-05:00,2022-04-08 10:45:00,2022-04-08 11:43:00,58,Weightlifting,11.3,488.0,168,131,7,34,42,12,0,false,,,
2022-04-07 23:28:17,2022-04-09 00:06:15,UTC-05:00,2022-04-08 10:14:47,2022-04-08 10:44:57,30,Walking,7.3,224.0,156,126,14,46,38,2,0,true,3064.66,161.67,0.34
2022-04-06 22:54:29,2022-04-07 23:28:17,UTC-05:00,2022-04-07 14:05:00,2022-04-07 14:50:00,45,Running,13.1,351.0,193,126,32,16,3,2,26,false,,,
2022-04-06 00:17:56,2022-04-06 22:54:29,UTC-05:00,2022-04-06 20:11:37,2022-04-06 20:45:00,33,Walking,4.6,73.0,128,96,52,7,0,0,0,true,2924.69,39.15,9.23
2022-04-05 00:08:15,2022-04-06 00:17:56,UTC-05:00,2022-04-05 15:00:00,2022-04-05 15:47:00,47,Running,14.6,516.0,198,145,11,37,16,7,29,false,,,
2022-04-05 00:08:15,2022-04-06 00:17:56,UTC-05:00,2022-04-05 14:30:00,2022-04-05 15:00:00,30,Weightlifting,8.0,265.0,159,134,0,35,64,1,0,false,,,
2022-04-05 00:08:15,2022-04-06 00:17:56,UTC-05:00,2022-04-05 13:45:00,2022-04-05 14:30:00,45,Running,15.9,620.0,193,159,4,11,20,10,55,false,,,
2022-04-05 00:08:15,2022-04-06 00:17:56,UTC-05:00,2022-04-05 12:12:00,2022-04-05 12:32:00,20,Manual Labor,0.3,25.0,99,87,4,0,0,0,0,false,,,
2022-04-03 23:12:56,2022-04-05 00:08:15,UTC-05:00,2022-04-04 10:16:17,2022-04-04 10:35:37,19,Walking,4.9,79.0,147,110,53,36,6,0,0,true,1578.65,65.80,-0.80
2022-04-03 23:12:56,2022-04-05 00:08:15,UTC-05:00,2022-04-04 08:41:05,2022-04-04 09:04:44,23,Walking,5.3,112.0,136,113,28,63,0,0,0,true,1954.12,7.00,5.90
2022-04-03 02:25:59,2022-04-03 23:12:56,UTC-05:00,2022-04-03 20:51:00,2022-04-03 21:39:00,48,Weightlifting,7.1,203.0,166,109,24,10,15,8,0,false,,,
2022-04-03 02:25:59,2022-04-03 23:12:56,UTC-05:00,2022-04-03 16:26:00,2022-04-03 17:00:00,34,Walking,7.8,257.0,152,128,20,26,53,0,0,true,1508.19,17.88,-6.87
2022-04-03 02:25:59,2022-04-03 23:12:56,UTC-05:00,2022-04-03 14:56:00,2022-04-03 15:43:00,47,Walking,10.0,405.0,161,133,9,21,69,1,0,false,,,
2022-04-03 02:25:59,2022-04-03 23:12:56,UTC-05:00,2022-04-03 13:40:00,2022-04-03 14:55:00,75,Weightlifting,13.3,731.0,166,139,2,22,64,12,0,false,,,
2022-04-03 02:25:59,2022-04-03 23:12:56,UTC-05:00,2022-04-03 12:35:00,2022-04-03 13:40:00,65,Walking,7.5,295.0,149,108,20,30,14,0,0,false,,,
2022-04-02 03:10:29,2022-04-03 02:25:59,UTC-05:00,2022-04-03 01:30:46,2022-04-03 01:58:04,27,Running,11.4,339.0,175,153,0,5,27,67,0,true,3262.60,131.32,-10.77
2022-04-02 03:10:29,2022-04-03 02:25:59,UTC-05:00,2022-04-03 01:00:36,2022-04-03 01:25:30,24,Running,13.1,374.0,179,165,0,0,3,82,15,true,3352.94,90.17,11.04
2022-04-01 01:07:00,2022-04-02 03:10:29,UTC-05:00,2022-04-01 15:00:00,2022-04-01 16:02:00,62,Running,18.1,872.0,195,159,2,22,12,7,56,false,,,
2022-04-01 01:07:00,2022-04-02 03:10:29,UTC-05:00,2022-04-01 13:13:00,2022-04-01 13:59:00,46,Manual Labor,,57.0,98,83,0,0,0,0,0,false,,,
2022-03-31 00:35:57,2022-04-01 01:07:00,UTC-05:00,2022-03-31 12:49:19,2022-03-31 12:56:04,6,Running,10.7,135.0,197,191,0,0,0,6,94,true,,,
2022-03-31 00:35:57,2022-04-01 01:07:00,UTC-05:00,2022-03-31 12:40:00,2022-03-31 12:48:00,8,Running,8.5,120.0,184,165,3,3,6,27,60,true,,,
2022-03-31 00:35:57,2022-04-01 01:07:00,UTC-05:00,2022-03-31 11:48:00,2022-03-31 12:38:00,50,Manual Labor,6.7,240.0,136,111,25,55,0,0,0,false,,,
2022-03-30 00:22:35,2022-03-31 00:35:57,UTC-05:00,2022-03-30 11:05:00,2022-03-30 13:15:00,130,Manual Labor,6.7,333.0,151,86,14,19,2,0,0,false,,,
2022-03-28 23:57:32,2022-03-30 00:22:35,UTC-05:00,2022-03-29 21:56:09,2022-03-29 22:15:42,19,Functional Fitness,5.8,128.0,158,122,18,55,22,1,0,false,,,
2022-03-28 23:57:32,2022-03-30 00:22:35,UTC-05:00,2022-03-29 20:57:44,2022-03-29 21:37:00,39,Functional Fitness,7.8,285.0,157,126,9,62,27,0,0,false,,,
2022-03-28 23:57:32,2022-03-30 00:22:35,UTC-05:00,2022-03-29 17:36:00,2022-03-29 18:41:00,65,Weightlifting,9.8,463.0,153,125,11,66,23,0,0,false,,,
2022-03-28 23:57:32,2022-03-30 00:22:35,UTC-05:00,2022-03-29 13:58:00,2022-03-29 14:24:00,26,Manual Labor,4.1,40.0,119,87,17,1,0,0,0,false,,,
2022-03-28 23:57:32,2022-03-30 00:22:35,UTC-05:00,2022-03-29 10:58:00,2022-03-29 11:43:00,45,Boxing,10.8,321.0,177,124,39,15,4,30,1,false,,,
2022-03-28 00:03:28,2022-03-28 23:57:32,UTC-05:00,2022-03-28 21:26:00,2022-03-28 22:13:00,47,Running,13.9,529.0,191,146,5,40,12,13,30,false,,,
2022-03-28 00:03:28,2022-03-28 23:57:32,UTC-05:00,2022-03-28 20:56:00,2022-03-28 21:21:00,25,Weightlifting,5.5,118.0,147,113,43,35,15,0,0,false,,,
2022-03-28 00:03:28,2022-03-28 23:57:32,UTC-05:00,2022-03-28 10:43:00,2022-03-28 11:16:00,33,Weightlifting,9.6,328.0,161,139,1,23,63,13,0,false,,,
2022-03-28 00:03:28,2022-03-28 23:57:32,UTC-05:00,2022-03-28 09:26:00,2022-03-28 10:26:00,60,Running,16.1,616.0,198,139,16,18,3,9,38,false,,,
2022-03-26 23:42:54,2022-03-28 00:03:28,UTC-05:00,2022-03-27 11:50:00,2022-03-27 12:50:00,60,Manual Labor,5.1,146.0,129,92,29,17,0,0,0,false,,,
2022-03-26 00:46:24,2022-03-26 23:42:54,UTC-05:00,2022-03-26 17:07:00,2022-03-26 18:38:00,91,Functional Fitness,12.8,715.0,169,128,9,53,25,12,0,false,,,
2022-03-26 00:46:24,2022-03-26 23:42:54,UTC-05:00,2022-03-26 16:35:53,2022-03-26 16:57:23,21,Skiing,4.7,69.0,130,104,80,17,0,0,0,false,,,
2022-03-26 00:46:24,2022-03-26 23:42:54,UTC-05:00,2022-03-26 13:15:00,2022-03-26 13:53:00,38,Manual Labor,4.6,77.0,122,89,44,2,0,0,0,false,,,
2022-03-26 00:46:24,2022-03-26 23:42:54,UTC-05:00,2022-03-26 10:58:00,2022-03-26 11:16:00,18,Skiing,5.0,85.0,134,111,40,54,0,0,0,false,,,
2022-03-25 01:07:00,2022-03-26 00:46:24,UTC-05:00,2022-03-25 18:38:50,2022-03-25 18:52:42,13,Rowing,4.2,33.0,119,101,72,6,0,0,0,false,,,
2022-03-25 01:07:00,2022-03-26 00:46:24,UTC-05:00,2022-03-25 11:10:00,2022-03-25 12:32:00,82,Running,18.0,888.0,206,145,26,22,6,4,40,false,,,
2022-03-24 00:00:00,2022-03-25 01:07:00,UTC-05:00,2022-03-24 22:05:00,2022-03-24 22:30:00,25,Walking,4.6,61.0,128,98,67,9,0,0,0,false,,,
2022-03-24 00:00:00,2022-03-25 01:07:00,UTC-05:00,2022-03-24 19:52:00,2022-03-24 20:21:00,29,Boxing,11.4,321.0,187,145,4,22,36,19,17,false,,,
2022-03-24 00:00:00,2022-03-25 01:07:00,UTC-05:00,2022-03-24 16:05:00,2022-03-24 17:00:00,55,Weightlifting,8.7,293.0,168,114,35,16,20,8,0,false,,,
