val_loss,epoch,step,train_loss
0.8161932229995728,0,4,
0.8102604746818542,1,9,
0.8043577075004578,2,14,
0.7984857559204102,3,19,
0.792654275894165,4,24,
0.7868648767471313,5,29,
0.7811227440834045,6,34,
0.7754281759262085,7,39,
0.7697490453720093,8,44,
,9,49,0.7588397860527039
0.7641335129737854,9,49,
0.7585439682006836,10,54,
0.7530056238174438,11,59,
0.7475185990333557,12,64,
0.7420501112937927,13,69,
0.7365771532058716,14,74,
0.7311462163925171,15,79,
0.7257298827171326,16,84,
0.7203642129898071,17,89,
0.7150121331214905,18,94,
,19,99,0.722183346748352
0.7096979022026062,19,99,
0.704419732093811,20,104,
0.6992000341415405,21,109,
0.6940017938613892,22,114,
0.6888443231582642,23,119,
0.6837084889411926,24,124,
0.6785677671432495,25,129,
0.6734817028045654,26,134,
0.6684396266937256,27,139,
0.6634640693664551,28,144,
,29,149,0.6528733968734741
0.6585221290588379,29,149,
0.6535862684249878,30,154,
0.6486939191818237,31,159,
0.6438557505607605,32,164,
0.6390360593795776,33,169,
0.6342736482620239,34,174,
0.6295396089553833,35,179,
0.6248572468757629,36,184,
0.620175302028656,37,189,
0.6155274510383606,38,194,
,39,199,0.5612658858299255
0.6108877062797546,39,199,
0.6062783002853394,40,204,
0.601704478263855,41,209,
0.5971578359603882,42,214,
0.5926678776741028,43,219,
0.5882254838943481,44,224,
0.5838180780410767,45,229,
0.5794514417648315,46,234,
0.5751021504402161,47,239,
0.5707648396492004,48,244,
,49,249,0.5343376398086548
0.5664510726928711,49,249,
0.5621694922447205,50,254,
0.5579012036323547,51,259,
0.5536773800849915,52,264,
0.5494681000709534,53,269,
0.5452996492385864,54,274,
0.5411666035652161,55,279,
0.5370504260063171,56,284,
0.5329567193984985,57,289,
0.528891384601593,58,294,
,59,299,0.5135802626609802
0.5248396396636963,59,299,
0.5208309292793274,60,304,
0.5168799161911011,61,309,
0.5129625797271729,62,314,
0.5090650320053101,63,319,
0.5052073001861572,64,324,
0.5013726353645325,65,329,
0.4975659251213074,66,334,
0.4937930703163147,67,339,
0.49006137251853943,68,344,
,69,349,0.5217303037643433
0.4863559305667877,69,349,
0.4826388955116272,70,354,
0.4789806008338928,71,359,
0.47535961866378784,72,364,
0.4717642366886139,73,369,
0.4682047367095947,74,374,
0.46466922760009766,75,379,
0.4611753523349762,76,384,
0.4577345848083496,77,389,
0.4543078541755676,78,394,
,79,399,0.4520500600337982
0.4509130120277405,79,399,
0.4475248456001282,80,404,
0.4441470503807068,81,409,
0.4407837986946106,82,414,
0.437467485666275,83,419,
0.43418067693710327,84,424,
0.4309064447879791,85,429,
0.42763248085975647,86,434,
0.42437443137168884,87,439,
0.42119336128234863,88,444,
,89,449,0.38033369183540344
0.4180086553096771,89,449,
0.4148830771446228,90,454,
0.4117891192436218,91,459,
0.4087018370628357,92,464,
0.4056709408760071,93,469,
0.40270787477493286,94,474,
0.39973151683807373,95,479,
0.3967815637588501,96,484,
0.393873929977417,97,489,
0.3909893333911896,98,494,
,99,499,0.3953585624694824
0.3881199359893799,99,499,
0.3852714002132416,100,504,
0.3824237585067749,101,509,
0.3796120285987854,102,514,
0.37682777643203735,103,519,
0.3740895390510559,104,524,
0.37137502431869507,105,529,
0.3686738610267639,106,534,
0.3659861087799072,107,539,
0.3633251190185547,108,544,
,109,549,0.37150058150291443
0.3606831431388855,109,549,
0.3580910563468933,110,554,
0.3555101752281189,111,559,
0.3529421091079712,112,564,
0.35039931535720825,113,569,
0.3478812575340271,114,574,
0.345386803150177,115,579,
0.3429286479949951,116,584,
0.3404894173145294,117,589,
0.33806291222572327,118,594,
,119,599,0.34396159648895264
0.3356757164001465,119,599,
0.3332945704460144,120,604,
0.33092719316482544,121,609,
0.32857197523117065,122,614,
0.3262549340724945,123,619,
0.3239666819572449,124,624,
0.3217093050479889,125,629,
0.31947940587997437,126,634,
0.31724458932876587,127,639,
0.3150320053100586,128,644,
,129,649,0.30855992436408997
0.31285521388053894,129,649,
0.3106927275657654,130,654,
0.3085613548755646,131,659,
0.30645665526390076,132,664,
0.30435535311698914,133,669,
0.3022552728652954,134,674,
0.30017608404159546,135,679,
0.29811400175094604,136,684,
0.2960638105869293,137,689,
0.2940431237220764,138,694,
,139,699,0.2982270419597626
0.29203706979751587,139,699,
0.2900596261024475,140,704,
0.2880794107913971,141,709,
0.2861537039279938,142,714,
0.28423836827278137,143,719,
0.28236523270606995,144,724,
0.2805072069168091,145,729,
0.2786632180213928,146,734,
0.2768367826938629,147,739,
0.2750164568424225,148,744,
,149,749,0.3143611550331116
0.273237943649292,149,749,
0.27144771814346313,150,754,
0.26967287063598633,151,759,
0.26792198419570923,152,764,
0.26618000864982605,153,769,
0.2644433379173279,154,774,
0.2627323567867279,155,779,
0.2610284686088562,156,784,
0.25936415791511536,157,789,
0.2577211856842041,158,794,
,159,799,0.266838014125824
0.25610625743865967,159,799,
0.2545045018196106,160,804,
0.2529088854789734,161,809,
0.25133246183395386,162,814,
