timestamp,heart_rate,cadence,distance,latitude,longitude,lat_prev,lon_prev,distance_segment_m,distance_cumulative_km,time_delta_s,speed_mps,pace_min_per_km
2025-04-25 20:19:56+00:00,138,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:19:57+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:19:58+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:19:59+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:20:00+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:20:01+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:20:02+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:20:03+00:00,139,0,283.48,34.607031075283885,-98.42250142246485,34.607031075283885,-98.42250142246485,0.0,0.20342007675670937,1.0,0.0,
2025-04-25 20:20:04+00:00,139,0,283.55,34.60703166201711,-98.42250142246485,34.607031075283885,-98.42250142246485,0.06524184739037882,0.20348531860409974,1.0,0.06524184739037882,255.46027077182103
2025-04-25 20:20:05+00:00,139,0,283.56,34.60703182965517,-98.42250142246485,34.60703166201711,-98.42250142246485,0.018640527724776222,0.20350395913182454,1.0,0.018640527724776222,894.110952548157
2025-04-25 20:20:06+00:00,138,0,283.57,34.60703182965517,-98.42250142246485,34.60703182965517,-98.42250142246485,0.0,0.20350395913182454,1.0,0.0,
2025-04-25 20:20:07+00:00,138,0,283.57,34.60703182965517,-98.42250142246485,34.60703182965517,-98.42250142246485,0.0,0.20350395913182454,1.0,0.0,
2025-04-25 20:20:08+00:00,137,0,284.23,34.60703082382679,-98.42249429784715,34.60703182965517,-98.42250142246485,0.661574303143278,0.20416553343496782,1.0,0.661574303143278,25.19248392933797
2025-04-25 20:20:09+00:00,136,0,288.25,34.607018167153,-98.42245305888355,34.60703082382679,-98.42249429784715,4.028085690067455,0.20819361912503526,1.0,4.028085690067455,4.137623000696616
2025-04-25 20:20:10+00:00,136,0,292.87,34.607006181031466,-98.42240469530225,34.607018167153,-98.42245305888355,4.62258888583268,0.21281620801086795,1.0,4.62258888583268,3.605490432229467
2025-04-25 20:20:11+00:00,136,0,296.31,34.60699461400509,-98.42236999422312,34.607006181031466,-98.42240469530225,3.426441118393963,0.21624264912926192,1.0,3.426441118393963,4.86414312229944
2025-04-25 20:20:12+00:00,134,0,298.85,34.60698095150292,-98.42234727926552,34.60699461400509,-98.42236999422312,2.574837107473123,0.21881748623673503,1.0,2.574837107473123,6.472914325969248
2025-04-25 20:20:13+00:00,134,0,301.02,34.60696787573397,-98.42232867144048,34.60698095150292,-98.42234727926552,2.2392491787672015,0.22105673541550222,1.0,2.2392491787672015,7.4429858713516195
2025-04-25 20:20:14+00:00,133,0,302.63,34.606955805793405,-98.42231500893831,34.60696787573397,-98.42232867144048,1.8343382985228254,0.22289107371402506,1.0,1.8343382985228254,9.08594669446826
2025-04-25 20:20:15+00:00,133,0,304.57,34.606942143291235,-98.42230134643614,34.606955805793405,-98.42231500893831,1.9676113842974308,0.2248586850983225,1.0,1.9676113842974308,8.470524277816745
2025-04-25 20:20:16+00:00,135,0,306.35,34.60692873224616,-98.4222880192101,34.606942143291235,-98.42230134643614,1.9265318975735628,0.22678521699589607,1.0,1.9265318975735628,8.651141473957141
2025-04-25 20:20:17+00:00,136,0,308.07,34.60691515356302,-98.42227695509791,34.60692873224616,-98.4222880192101,1.8179944498133969,0.22860321144570947,1.0,1.8179944498133969,9.167629748105506
2025-04-25 20:20:18+00:00,137,0,309.37,34.60690375417471,-98.42227393761277,34.60691515356302,-98.42227695509791,1.2972911264671323,0.22990050257217662,1.0,1.2972911264671323,12.84730902722494
2025-04-25 20:20:19+00:00,136,41,310.38,34.60689461790025,-98.42227301560342,34.60690375417471,-98.42227393761277,1.0194072671280738,0.2309199098393047,1.0,1.0194072671280738,16.34940277299992
2025-04-25 20:20:20+00:00,136,41,311.55,34.606884056702256,-98.4222740214318,34.60689461790025,-98.42227301560342,1.1779556923723342,0.23209786553167702,1.0,1.1779556923723342,14.148834381397007
2025-04-25 20:20:21+00:00,136,41,312.98,34.60687114857137,-98.42227393761277,34.606884056702256,-98.4222740214318,1.435341149290425,0.23353320668096744,1.0,1.435341149290425,11.611664591542818
2025-04-25 20:20:22+00:00,135,41,314.31,34.60685916244984,-98.4222740214318,34.60687114857137,-98.42227393761277,1.3328198219118161,0.23486602650287927,1.0,1.3328198219118161,12.50484103402142
2025-04-25 20:20:23+00:00,135,41,315.56,34.60684851743281,-98.4222687408328,34.60685916244984,-98.4222740214318,1.2785338862143116,0.2361445603890936,1.0,1.2785338862143116,13.035790587725007
2025-04-25 20:20:24+00:00,134,41,316.83,34.60683736950159,-98.42226563952863,34.60684851743281,-98.4222687408328,1.271675403416879,0.23741623579251045,1.0,1.271675403416879,13.106096064465866
2025-04-25 20:20:25+00:00,133,41,317.91,34.60682764649391,-98.42226488515735,34.60683736950159,-98.42226563952863,1.0833528118788462,0.23849958860438933,1.0,1.0833528118788462,15.384369539868674
2025-04-25 20:20:26+00:00,132,41,318.32,34.60682328790426,-98.42226413078606,34.60682764649391,-98.42226488515735,0.4895466138839198,0.23898913521827325,1.0,0.4895466138839198,34.04517471333582
2025-04-25 20:20:27+00:00,131,0,318.4,34.60682270117104,-98.42226471751928,34.60682328790426,-98.42226413078606,0.08449870032306551,0.2390736339185963,1.0,0.08449870032306551,197.24208699397602
2025-04-25 20:20:28+00:00,129,0,318.49,34.60682211443782,-98.42226538807154,34.60682270117104,-98.42226471751928,0.08956977188479501,0.23916320369048108,1.0,0.08956977188479501,186.07505243439465
2025-04-25 20:20:29+00:00,128,0,318.49,34.60682211443782,-98.4222653042525,34.60682211443782,-98.42226538807154,0.007671217640242235,0.23917087490812133,1.0,0.007671217640242235,2172.627708092729
2025-04-25 20:20:30+00:00,127,0,318.52,34.60682177916169,-98.42226538807154,34.60682211443782,-98.4222653042525,0.038062116710631845,0.23920893702483195,1.0,0.038062116710631845,437.8815851653492
