time,latitude,longitude,elevation,heart_rate,cadence,lat_prev,lon_prev,distance_segment_m,distance_cumulative_km,time_delta_s,speed_mps,pace_min_per_km,pace_sec_km,pace_min_per_mile,dist,dt,planning_id
2025-04-25 20:19:24+00:00,34.607045,-98.422759,341.5,127,79,34.607049,-98.422786,2.5107757166550053,0.17720040323755282,1.0,2.5107757166550053,6.63806802393497,398.2840814360982,10.682908393639504,2.5107757166550053,1.0,2025w17-Fri
2025-04-25 20:19:25+00:00,34.607042,-98.422733,341.5,127,80,34.607045,-98.422759,2.402813416038662,0.1796032166535915,1.0,2.402813416038662,6.936327177445653,416.1796306467392,11.162908779750387,2.402813416038662,1.0,2025w17-Fri
2025-04-25 20:19:26+00:00,34.607043,-98.422704,341.5,128,80,34.607042,-98.422733,2.6564358947481685,0.18225965254833965,1.0,2.6564358947481685,6.2740832680925696,376.4449960855542,10.097133166672096,2.6564358947481685,1.0,2025w17-Fri
2025-04-25 20:19:27+00:00,34.607042,-98.422672,341.5,130,80,34.607043,-98.422704,2.930780644883965,0.18519043319322362,1.0,2.930780644883965,5.686778377322014,341.20670263932084,9.15195991375941,2.930780644883965,1.0,2025w17-Fri
2025-04-25 20:19:28+00:00,34.607044,-98.422642,341.6,128,80,34.607042,-98.422672,2.754620413355994,0.18794505360657962,1.0,2.754620413355994,6.05045251214657,363.02715072879425,9.737235245897962,2.754620413355994,1.0,2025w17-Fri
2025-04-25 20:19:29+00:00,34.607047,-98.422616,341.6,129,79,34.607044,-98.422642,2.4028133569719965,0.1903478669635516,1.0,2.4028133569719965,6.93632734795649,416.1796408773894,11.162909054160297,2.4028133569719965,1.0,2025w17-Fri
2025-04-25 20:19:30+00:00,34.607047,-98.422596,341.6,128,79,34.607047,-98.422616,1.8304189588918132,0.19217828592244343,1.0,1.8304189588918132,9.105401754629161,546.3241052777497,14.653687259794895,1.8304189588918132,1.0,2025w17-Fri
2025-04-25 20:19:31+00:00,34.607045,-98.422579,341.6,128,79,34.607047,-98.422596,1.5716697128464017,0.19374995563528985,1.0,1.5716697128464017,10.604454526145613,636.2672715687368,17.06617284710718,1.5716697128464017,1.0,2025w17-Fri
2025-04-25 20:19:32+00:00,34.607041,-98.422561,341.6,127,79,34.607045,-98.422579,1.7063648428725897,0.19545632047816244,1.0,1.7063648428725897,9.767371889790196,586.0423133874118,15.719022277114954,1.7063648428725897,1.0,2025w17-Fri
2025-04-25 20:19:33+00:00,34.607038,-98.422545,341.6,127,78,34.607041,-98.422561,1.501851184958124,0.19695817166312057,1.0,1.501851184958124,11.09743772680428,665.8462636082568,17.8595504312552,1.501851184958124,1.0,2025w17-Fri
2025-04-25 20:19:34+00:00,34.607034,-98.422531,341.6,127,78,34.607038,-98.422545,1.3562973168094106,0.19831446897993,1.0,1.3562973168094106,12.288382343192406,737.3029405915444,19.776185240193268,1.3562973168094106,1.0,2025w17-Fri
2025-04-25 20:19:35+00:00,34.607027,-98.422517,341.6,129,78,34.607034,-98.422531,1.4991884620306684,0.19981365744196067,1.0,1.4991884620306684,11.117147991804018,667.0288795082411,17.89127094912988,1.4991884620306684,1.0,2025w17-Fri
2025-04-25 20:19:36+00:00,34.607021,-98.422504,341.6,128,78,34.607027,-98.422517,1.364065766147464,0.20117772320810812,1.0,1.364065766147464,12.21839915172992,733.1039491037952,19.66355849084503,1.364065766147464,1.0,2025w17-Fri
2025-04-25 20:19:37+00:00,34.60702,-98.4225,341.6,130,0,34.607021,-98.422504,0.3825987115921106,0.20156032191970025,1.0,0.3825987115921106,43.56182991480747,2613.709794888448,70.10579535509625,0.3825987115921106,1.0,2025w17-Fri
2025-04-25 20:19:38+00:00,34.607021,-98.422507,341.6,131,0,34.60702,-98.4225,0.6502251296975139,0.20221054704939775,1.0,0.6502251296975139,25.632199124253138,1537.9319474551883,41.25092333862555,0.6502251296975139,1.0,2025w17-Fri
2025-04-25 20:19:39+00:00,34.607023,-98.422507,341.6,131,0,34.607021,-98.422507,0.22239015993174913,0.2024329372093295,1.0,0.22239015993174913,74.94351371083576,4496.610822650146,120.60959435539642,0.22239015993174913,1.0,2025w17-Fri
2025-04-25 20:19:40+00:00,34.607024,-98.422506,341.6,130,0,34.607023,-98.422507,0.14401539734718807,0.20257695260667669,1.0,0.14401539734718807,115.72859782360916,6943.71586941655,186.24666162144717,0.14401539734718807,1.0,2025w17-Fri
2025-04-25 20:19:41+00:00,34.607024,-98.422506,341.6,131,0,34.607024,-98.422506,0.0,0.20257695260667669,1.0,0.0,,,,0.0,1.0,2025w17-Fri
2025-04-25 20:19:42+00:00,34.607026,-98.422505,341.6,130,0,34.607024,-98.422506,0.24048590691735805,0.20281743851359404,1.0,0.24048590691735805,69.30426906773975,4158.256144064385,111.5341323814763,0.24048590691735805,1.0,2025w17-Fri
2025-04-25 20:19:43+00:00,34.607027,-98.422504,341.6,130,0,34.607026,-98.422505,0.144015395245821,0.20296145390883988,1.0,0.144015395245821,115.72859951223603,6943.715970734162,186.24666433902192,0.144015395245821,1.0,2025w17-Fri
2025-04-25 20:19:44+00:00,34.607028,-98.422504,341.6,131,0,34.607027,-98.422504,0.11119507996587456,0.20307264898880575,1.0,0.11119507996587456,149.88702742167152,8993.221645300291,241.21918871079285,0.11119507996587456,1.0,2025w17-Fri
2025-04-25 20:19:45+00:00,34.607029,-98.422504,341.6,130,0,34.607028,-98.422504,0.11119507996587456,0.20318384406877163,1.0,0.11119507996587456,149.88702742167152,8993.221645300291,241.21918871079285,0.11119507996587456,1.0,2025w17-Fri
2025-04-25 20:19:46+00:00,34.60703,-98.422503,341.6,131,0,34.607029,-98.422504,0.14401539240451613,0.20332785946117615,1.0,0.14401539240451613,115.7286017954658,6943.716107727949,186.24666801351495,0.14401539240451613,1.0,2025w17-Fri
