time,latitude,longitude,elevation,heart_rate,cadence,lat_prev,lon_prev,distance_segment_m,distance_cumulative_km,time_delta_s,speed_mps,pace_min_per_km
2025-04-25 20:19:14+00:00,34.607051,-98.423035,341.4,126,80,34.607052,-98.423059,2.199315381316224,0.15186092245513697,1.0,2.199315381316224,7.578130968204061
2025-04-25 20:19:15+00:00,34.607051,-98.423008,341.4,127,80,34.607051,-98.423035,2.471065474008489,0.15433198792914546,1.0,2.471065474008489,6.74474236935688
2025-04-25 20:19:16+00:00,34.607049,-98.422979,341.4,126,79,34.607051,-98.423008,2.663408236443821,0.15699539616558927,1.0,2.663408236443821,6.257658804214465
2025-04-25 20:19:17+00:00,34.607049,-98.422947,341.4,127,78,34.607049,-98.422979,2.9286702613559625,0.15992406642694523,1.0,2.9286702613559625,5.690876238243148
2025-04-25 20:19:18+00:00,34.60705,-98.422919,341.4,127,78,34.607049,-98.422947,2.564997802333628,0.1624890642292789,1.0,2.564997802333628,6.497744358625447
2025-04-25 20:19:19+00:00,34.607052,-98.422892,341.4,126,78,34.60705,-98.422919,2.4810525900575957,0.1649701168193365,1.0,2.4810525900575957,6.71759239074134
2025-04-25 20:19:20+00:00,34.607053,-98.422872,341.4,126,79,34.607052,-98.422892,1.833793189746431,0.16680391000908293,1.0,1.833793189746431,9.088647560254381
2025-04-25 20:19:21+00:00,34.607052,-98.422839,341.5,125,79,34.607053,-98.422872,3.0222373344935134,0.16982614734357646,1.0,3.0222373344935134,5.5146893362010285
2025-04-25 20:19:22+00:00,34.607051,-98.422812,341.5,125,78,34.607052,-98.422839,2.4735660187801325,0.17229971336235658,1.0,2.4735660187801325,6.737924063259639
2025-04-25 20:19:23+00:00,34.607049,-98.422786,341.5,126,78,34.607051,-98.422812,2.3899141585412274,0.1746896275208978,1.0,2.3899141585412274,6.973765120573677
2025-04-25 20:19:24+00:00,34.607045,-98.422759,341.5,127,79,34.607049,-98.422786,2.5107757166550053,0.17720040323755282,1.0,2.5107757166550053,6.63806802393497
2025-04-25 20:19:25+00:00,34.607042,-98.422733,341.5,127,80,34.607045,-98.422759,2.402813416038662,0.1796032166535915,1.0,2.402813416038662,6.936327177445653
2025-04-25 20:19:26+00:00,34.607043,-98.422704,341.5,128,80,34.607042,-98.422733,2.6564358947481685,0.18225965254833965,1.0,2.6564358947481685,6.2740832680925696
2025-04-25 20:19:27+00:00,34.607042,-98.422672,341.5,130,80,34.607043,-98.422704,2.930780644883965,0.18519043319322362,1.0,2.930780644883965,5.686778377322014
2025-04-25 20:19:28+00:00,34.607044,-98.422642,341.6,128,80,34.607042,-98.422672,2.754620413355994,0.18794505360657962,1.0,2.754620413355994,6.05045251214657
2025-04-25 20:19:29+00:00,34.607047,-98.422616,341.6,129,79,34.607044,-98.422642,2.4028133569719965,0.1903478669635516,1.0,2.4028133569719965,6.93632734795649
2025-04-25 20:19:30+00:00,34.607047,-98.422596,341.6,128,79,34.607047,-98.422616,1.8304189588918132,0.19217828592244343,1.0,1.8304189588918132,9.105401754629161
2025-04-25 20:19:31+00:00,34.607045,-98.422579,341.6,128,79,34.607047,-98.422596,1.5716697128464017,0.19374995563528985,1.0,1.5716697128464017,10.604454526145613
2025-04-25 20:19:32+00:00,34.607041,-98.422561,341.6,127,79,34.607045,-98.422579,1.7063648428725897,0.19545632047816244,1.0,1.7063648428725897,9.767371889790196
2025-04-25 20:19:33+00:00,34.607038,-98.422545,341.6,127,78,34.607041,-98.422561,1.501851184958124,0.19695817166312057,1.0,1.501851184958124,11.09743772680428
2025-04-25 20:19:34+00:00,34.607034,-98.422531,341.6,127,78,34.607038,-98.422545,1.3562973168094106,0.19831446897993,1.0,1.3562973168094106,12.288382343192406
2025-04-25 20:19:35+00:00,34.607027,-98.422517,341.6,129,78,34.607034,-98.422531,1.4991884620306684,0.19981365744196067,1.0,1.4991884620306684,11.117147991804018
2025-04-25 20:19:36+00:00,34.607021,-98.422504,341.6,128,78,34.607027,-98.422517,1.364065766147464,0.20117772320810812,1.0,1.364065766147464,12.21839915172992
2025-04-25 20:19:37+00:00,34.60702,-98.4225,341.6,130,0,34.607021,-98.422504,0.3825987115921106,0.20156032191970025,1.0,0.3825987115921106,43.56182991480747
2025-04-25 20:19:38+00:00,34.607021,-98.422507,341.6,131,0,34.60702,-98.4225,0.6502251296975139,0.20221054704939775,1.0,0.6502251296975139,25.632199124253138
2025-04-25 20:19:39+00:00,34.607023,-98.422507,341.6,131,0,34.607021,-98.422507,0.22239015993174913,0.2024329372093295,1.0,0.22239015993174913,74.94351371083576
2025-04-25 20:19:40+00:00,34.607024,-98.422506,341.6,130,0,34.607023,-98.422507,0.14401539734718807,0.20257695260667669,1.0,0.14401539734718807,115.72859782360916
2025-04-25 20:19:41+00:00,34.607024,-98.422506,341.6,131,0,34.607024,-98.422506,0.0,0.20257695260667669,1.0,0.0,
2025-04-25 20:19:42+00:00,34.607026,-98.422505,341.6,130,0,34.607024,-98.422506,0.24048590691735805,0.20281743851359404,1.0,0.24048590691735805,69.30426906773975
2025-04-25 20:19:43+00:00,34.607027,-98.422504,341.6,130,0,34.607026,-98.422505,0.144015395245821,0.20296145390883988,1.0,0.144015395245821,115.72859951223603
2025-04-25 20:19:44+00:00,34.607028,-98.422504,341.6,131,0,34.607027,-98.422504,0.11119507996587456,0.20307264898880575,1.0,0.11119507996587456,149.88702742167152
2025-04-25 20:19:45+00:00,34.607029,-98.422504,341.6,130,0,34.607028,-98.422504,0.11119507996587456,0.20318384406877163,1.0,0.11119507996587456,149.88702742167152
2025-04-25 20:19:46+00:00,34.60703,-98.422503,341.6,131,0,34.607029,-98.422504,0.14401539240451613,0.20332785946117615,1.0,0.14401539240451613,115.7286017954658
2025-04-25 20:19:47+00:00,34.607031,-98.422502,341.6,132,0,34.60703,-98.422503,0.1440153926378069,0.20347187485381396,1.0,0.1440153926378069,115.72860160799685
2025-04-25 20:19:48+00:00,34.607031,-98.422501,341.6,131,0,34.607031,-98.422502,0.09152096470688226,0.20356339581852087,1.0,0.09152096470688226,182.10800173904508
2025-04-25 20:19:49+00:00,34.607031,-98.422501,341.6,133,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:50+00:00,34.607031,-98.422501,341.6,133,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:51+00:00,34.607031,-98.422501,341.6,133,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:52+00:00,34.607031,-98.422501,341.6,134,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:53+00:00,34.607031,-98.422501,341.6,134,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:54+00:00,34.607031,-98.422501,341.6,136,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:55+00:00,34.607031,-98.422501,341.6,138,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:56+00:00,34.607031,-98.422501,341.6,138,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:57+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:58+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:19:59+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:20:00+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:20:01+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:20:02+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:20:03+00:00,34.607031,-98.422501,341.6,139,0,34.607031,-98.422501,0.0,0.20356339581852087,1.0,0.0,
2025-04-25 20:20:04+00:00,34.607032,-98.422501,341.6,139,0,34.607031,-98.422501,0.11119507996587456,0.20367459089848675,1.0,0.11119507996587456,149.88702742167152
2025-04-25 20:20:05+00:00,34.607032,-98.422501,341.6,139,0,34.607032,-98.422501,0.0,0.20367459089848675,1.0,0.0,
2025-04-25 20:20:06+00:00,34.607032,-98.422501,341.6,138,0,34.607032,-98.422501,0.0,0.20367459089848675,1.0,0.0,
2025-04-25 20:20:07+00:00,34.607032,-98.422501,341.6,138,0,34.607032,-98.422501,0.0,0.20367459089848675,1.0,0.0,
2025-04-25 20:20:08+00:00,34.607031,-98.422494,341.7,137,0,34.607032,-98.422501,0.6502250459556926,0.20432481594444243,1.0,0.6502250459556926,25.63220242539795
2025-04-25 20:20:09+00:00,34.607018,-98.422453,341.7,136,0,34.607031,-98.422494,4.021166387487166,0.2083459823319296,1.0,4.021166387487166,4.144742692533807
2025-04-25 20:20:10+00:00,34.607006,-98.422405,341.7,136,0,34.607018,-98.422453,4.5911849646188765,0.2129371672965485,1.0,4.5911849646188765,3.6301521564560915
2025-04-25 20:20:11+00:00,34.606995,-98.42237,341.7,136,0,34.607006,-98.422405,3.4288190559364558,0.21636598635248494,1.0,3.4288190559364558,4.860769765947333
2025-04-25 20:20:12+00:00,34.606981,-98.422347,341.7,134,0,34.606995,-98.42237,2.6180845039999743,0.2189840708564849,1.0,2.6180845039999743,6.3659900872321735
2025-04-25 20:20:13+00:00,34.606968,-98.422329,341.8,134,0,34.606981,-98.422347,2.1916729621470092,0.22117574381863192,1.0,2.1916729621470092,7.604556102965721
2025-04-25 20:20:14+00:00,34.606956,-98.422315,341.7,133,0,34.606968,-98.422329,1.8499139473155355,0.22302565776594746,1.0,1.8499139473155355,9.009446101093262
2025-04-25 20:20:15+00:00,34.606942,-98.422301,341.7,133,0,34.606956,-98.422315,2.01621628482055,0.22504187405076803,1.0,2.01621628482055,8.266325455993126
2025-04-25 20:20:16+00:00,34.606929,-98.422288,341.7,135,0,34.606942,-98.422301,1.8722009596991176,0.22691407501046715,1.0,1.8722009596991176,8.90219605628154
2025-04-25 20:20:17+00:00,34.606915,-98.422277,341.7,136,0,34.606929,-98.422288,1.8538934694473825,0.2287679684799145,1.0,1.8538934694473825,8.990106645646737
2025-04-25 20:20:18+00:00,34.606904,-98.422274,341.7,137,0,34.606915,-98.422277,1.2535832057936087,0.23002155168570812,1.0,1.2535832057936087,13.295248311378561
2025-04-25 20:20:19+00:00,34.606895,-98.422273,341.7,136,41,34.606904,-98.422274,1.00493190240415,0.23102648358811226,1.0,1.00493190240415,16.584904867809847
2025-04-25 20:20:20+00:00,34.606884,-98.422274,341.7,136,41,34.606895,-98.422273,1.226565108547431,0.23225304869665966,1.0,1.226565108547431,13.58810868159919
2025-04-25 20:20:21+00:00,34.606871,-98.422274,341.7,136,41,34.606884,-98.422274,1.4455360438003138,0.23369858474045999,1.0,1.4455360438003138,11.529771306278361
2025-04-25 20:20:22+00:00,34.606859,-98.422274,341.7,135,41,34.606871,-98.422274,1.334340962419791,0.23503292570287976,1.0,1.334340962419791,12.490585591987966
2025-04-25 20:20:23+00:00,34.606849,-98.422269,341.7,135,41,34.606859,-98.422274,1.2024298976212504,0.23623535560050102,1.0,1.2024298976212504,13.860849628715561
2025-04-25 20:20:24+00:00,34.606837,-98.422266,341.7,134,41,34.606849,-98.422269,1.362296198097536,0.23759765179859854,1.0,1.362296198097536,12.234270361522888
2025-04-25 20:20:25+00:00,34.606828,-98.422265,341.7,133,41,34.606837,-98.422266,1.0049319091296853,0.23860258370772822,1.0,1.0049319091296853,16.5849047568149
2025-04-25 20:20:26+00:00,34.606823,-98.422264,341.7,132,41,34.606828,-98.422265,0.5634578735180442,0.23916604158124627,1.0,0.5634578735180442,29.579318673707846
2025-04-25 20:20:27+00:00,34.606823,-98.422265,341.7,131,0,34.606823,-98.422264,0.09152119396842955,0.2392575627752147,1.0,0.09152119396842955,182.1075455565977
2025-04-25 20:20:28+00:00,34.606822,-98.422265,341.7,129,0,34.606823,-98.422265,0.11119507996587456,0.23936875785518058,1.0,0.11119507996587456,149.88702742167152
2025-04-25 20:20:29+00:00,34.606822,-98.422265,341.7,128,0,34.606822,-98.422265,0.0,0.23936875785518058,1.0,0.0,
2025-04-25 20:20:30+00:00,34.606822,-98.422265,341.7,127,0,34.606822,-98.422265,0.0,0.23936875785518058,1.0,0.0,
2025-04-25 20:20:31+00:00,34.606821,-98.422265,341.7,126,0,34.606822,-98.422265,0.11119508067319862,0.23947995293585378,1.0,0.11119508067319862,149.88702646822375
2025-04-25 20:20:32+00:00,34.606821,-98.422265,341.7,125,0,34.606821,-98.422265,0.0,0.23947995293585378,1.0,0.0,
2025-04-25 20:20:33+00:00,34.60681,-98.422264,341.7,125,0,34.606821,-98.422265,1.226565113841168,0.24070651804969495,1.0,1.226565113841168,13.58810862295422
2025-04-25 20:20:34+00:00,34.606801,-98.422255,341.7,125,0,34.60681,-98.422264,1.2961399454655438,0.2420026579951605,1.0,1.2961399454655438,12.858719506568175
2025-04-25 20:20:35+00:00,34.606795,-98.422235,341.7,126,0,34.606801,-98.422255,1.9482222941189178,0.24395088028927941,1.0,1.9482222941189178,8.554824595895255
2025-04-25 20:20:36+00:00,34.60679,-98.42221,341.4,126,0,34.606795,-98.422235,2.354611045193672,0.24630549133447308,1.0,2.354611045193672,7.078324054421109
2025-04-25 20:20:37+00:00,34.606777,-98.422167,341.4,126,0,34.60679,-98.42221,4.192499478819191,0.25049799081329227,1.0,4.192499478819191,3.9753612574554547
2025-04-25 20:20:38+00:00,34.606762,-98.422122,341.5,126,83,34.606777,-98.422167,4.443383968083787,0.2549413747813761,1.0,4.443383968083787,3.750902492270441
2025-04-25 20:20:39+00:00,34.606745,-98.42208,341.6,126,87,34.606762,-98.422122,4.283551379723647,0.25922492616109977,1.0,4.283551379723647,3.89086029851129
2025-04-25 20:20:40+00:00,34.606726,-98.422033,341.5,123,87,34.606745,-98.42208,4.79233106243259,0.26401725722353236,1.0,4.79233106243259,3.4777856084800565
2025-04-25 20:20:41+00:00,34.606708,-98.421994,341.5,123,87,34.606726,-98.422033,4.092208809764793,0.2681094660332971,1.0,4.092208809764793,4.072788260518394
2025-04-25 20:20:42+00:00,34.606688,-98.421955,341.5,127,86,34.606708,-98.421994,4.205457056488874,0.27231492308978594,1.0,4.205457056488874,3.9631126358272666
2025-04-25 20:20:43+00:00,34.606667,-98.421906,341.5,125,86,34.606688,-98.421955,5.056068921405682,0.2773709920111917,1.0,5.056068921405682,3.296375160045552
2025-04-25 20:20:44+00:00,34.606655,-98.421856,341.5,128,86,34.606667,-98.421906,4.7666414016523415,0.28213763341284404,1.0,4.7666414016523415,3.4965290223473784
2025-04-25 20:20:45+00:00,34.606643,-98.421805,341.6,128,84,34.606655,-98.421856,4.854571956520616,0.28699220536936465,1.0,4.854571956520616,3.433196613269568
2025-04-25 20:20:46+00:00,34.606637,-98.421762,341.6,128,84,34.606643,-98.421805,3.991572047729283,0.2909837774170939,1.0,3.991572047729283,4.1754726710949175
2025-04-25 20:20:47+00:00,34.606628,-98.421717,341.6,130,84,34.606637,-98.421762,4.238307593233984,0.2952220850103279,1.0,4.238307593233984,3.932395097186114
2025-04-25 20:20:48+00:00,34.606621,-98.421672,341.7,131,85,34.606628,-98.421717,4.191371548493968,0.29941345655882184,1.0,4.191371548493968,3.9764310577497315
2025-04-25 20:20:49+00:00,34.60661,-98.421626,341.6,131,85,34.606621,-98.421672,4.384069296154134,0.30379752585497594,1.0,4.384069296154134,3.8016506752346815
2025-04-25 20:20:50+00:00,34.606597,-98.421586,341.6,133,84,34.60661,-98.421626,3.9359181711514974,0.30773344402612746,1.0,3.9359181711514974,4.23451384791467
2025-04-25 20:20:51+00:00,34.606584,-98.421549,341.6,133,84,34.606597,-98.421586,3.681923328819359,0.31141536735494685,1.0,3.681923328819359,4.526628751214198
2025-04-25 20:20:52+00:00,34.606568,-98.421512,341.5,139,84,34.606584,-98.421549,3.825213913824319,0.3152405812687712,1.0,3.825213913824319,4.357063519968533
2025-04-25 20:20:53+00:00,34.606557,-98.421465,341.5,140,84,34.606568,-98.421512,4.472032101601841,0.319712613370373,1.0,4.472032101601841,3.726873962740594
2025-04-25 20:20:54+00:00,34.606553,-98.421436,341.4,142,85,34.606557,-98.421465,2.691133510875214,0.3224037468812482,1.0,2.691133510875214,6.193189573333221
